1	"ANQR గురించి"
69	"ప్రొఫెషనల్: వాటర్‌మార్క్‌లు, మెటాడేటా, షేరింగ్, భద్రతా విశ్లేషణ, చెల్లింపు QR కోడ్‌లు మరియు ఎంటర్‌ప్రైజ్ లక్షణాలు."
70	"త్వరిత ప్రారంభం"
71	"మీ మొదటి QR కోడ్‌ను సృష్టించడానికి:"
72	"1. కంటెంట్ రకం డ్రాప్‌డౌన్ నుండి కంటెంట్ రకాన్ని (URL, టెక్స్ట్, WiFi, మొదలైనవి) ఎంచుకోండి."
73	"2. అందించిన ఫీల్డ్‌లలో మీ డేటాను నమోదు చేయండి."
74	"3. ఐచ్ఛికంగా రంగులు, శైలులను అనుకూలీకరించండి మరియు ఓవర్‌లే చిత్రాన్ని జోడించండి."
75	"4. మీ QR కోడ్‌ను PNG, GIF, WebP లేదా SVGగా డౌన్‌లోడ్ చేసుకోవడానికి ఎగుమతిపై క్లిక్ చేయండి."
76	"ప్రాథమిక లక్షణాలు"
77	"బేసిక్ లెవల్ పేలోడ్ కంటెంట్ మరియు ఇమేజ్ ఓవర్‌లేలతో QR కోడ్‌లను సృష్టించడానికి స్ట్రీమ్‌లైన్డ్ ఇంటర్‌ఫేస్‌ను అందిస్తుంది. ప్రారంభించడానికి ఇది సరళమైన మార్గం."
78	"కంటెంట్ రకాలు (ప్రాథమిక)"
79	"సాదా వచనం: ఏదైనా వచనాన్ని QR కోడ్ సామర్థ్య పరిమితి వరకు ఎన్‌కోడ్ చేయండి. సంక్షిప్త సందేశాలు, కోడ్‌లు లేదా ఐడెంటిఫైయర్‌లకు అనువైనది."
80	"URL: వెబ్ చిరునామాలను ఎన్కోడ్ చేయండి. స్కాన్ చేసినప్పుడు QR కోడ్ URLని తెరుస్తుంది. http:// మరియు https:// ప్రోటోకాల్‌లకు మద్దతు ఇస్తుంది."
81	"చిత్ర అతివ్యాప్తి (ప్రాథమిక)"
82	"మీ QR కోడ్‌తో కలపడానికి ఒక చిత్రాన్ని (JPG, PNG, GIF, WebP) అప్‌లోడ్ చేయండి. ప్రాథమిక ఓవర్‌లే ఫీచర్‌లలో ఇవి ఉన్నాయి:"
83	"ఫైల్ నుండి అప్‌లోడ్ చేయండి: మీ పరికరం నుండి ఒక చిత్రాన్ని ఎంచుకోండి."
84	"URL నుండి లోడ్ చేయండి: ఇమేజ్ URL ని నమోదు చేయండి (CORS ని అనుమతించాలి)."
85	"సెంటర్ లోగో: ఎర్రర్ కరెక్షన్ ఆధారంగా చిత్రాన్ని మధ్యలో ఉంచుతుంది."
86	"మిశ్రమం: QR నమూనాతో చిత్రం యొక్క సరళమైన ఆల్ఫా మిశ్రమం."
87	"తీవ్రత: ఓవర్‌లే QR కోడ్‌ను ఎంత బలంగా ప్రభావితం చేస్తుందో నియంత్రిస్తుంది (0-100%)."
88	"రంగు మోడ్: పూర్తి రంగు, గ్రేస్కేల్, లేదా నలుపు & తెలుపు."
89	"ఫైండర్ నమూనాలను సంరక్షించండి: నమ్మకమైన స్కానింగ్ కోసం మూల నమూనాలను సవరించకుండా ఉంచుతుంది."
90	"అధునాతన లక్షణాలు"
91	"అధునాతన స్థాయి QR ఎన్‌కోడింగ్ ఎంపికలు, రెండరింగ్ శైలులు, యానిమేషన్, అవుట్‌పుట్ ఫార్మాట్‌లు, విస్తరించిన కంటెంట్ రకాలు మరియు అధునాతన ఓవర్‌లే అనుకూలీకరణను అన్‌లాక్ చేస్తుంది."
92	"QR ఎన్‌కోడింగ్ సెట్టింగ్‌లు"
93	"వెర్షన్: QR కోడ్‌లు 1-40 వెర్షన్‌లలో వస్తాయి, అధిక వెర్షన్‌లు ఎక్కువ డేటాను కలిగి ఉంటాయి కానీ పెద్దవిగా ఉంటాయి. మీ కంటెంట్‌కు సరిపోయే అతి చిన్న వెర్షన్‌ను ANQR ఎంచుకోవడానికి 0 (ఆటో)కి సెట్ చేయండి."
94	"లోపాన్ని సరిదిద్దడం: QR కోడ్ స్కాన్ చేయగలిగేలా ఉండగా ఎంత నష్టాన్ని భరించగలదో నిర్ణయిస్తుంది."
95	"L (తక్కువ): 7% ఎర్రర్ కరెక్షన్ - అతి చిన్న పరిమాణం, అతి తక్కువ రిడెండెన్సీ."
96	"M (మీడియం): 15% ఎర్రర్ కరెక్షన్ - బ్యాలెన్స్‌డ్ ఆప్షన్."
97	"Q (క్వార్టైల్): 25% ఎర్రర్ కరెక్షన్ - ప్రింటెడ్ కోడ్‌లకు మంచిది."
98	"H (హై): 30% ఎర్రర్ కరెక్షన్ - ఓవర్‌లేలు లేదా కఠినమైన పరిస్థితుల్లో ఉన్న కోడ్‌లకు ఉత్తమమైనది."
99	"నిశ్శబ్ద మండలం (మార్జిన్)"
100	"QR కోడ్ చుట్టూ ఉన్న ఖాళీ స్థలాన్ని నిశ్శబ్ద మండలం అంటారు. కోడ్ ఎక్కడ ప్రారంభమవుతుందో గుర్తించడానికి స్కానర్‌లకు ఈ మార్జిన్ అవసరం. ప్రమాణం కనీసం 4 మాడ్యూల్‌లను సిఫార్సు చేస్తుంది. 4 కంటే తక్కువకు తగ్గించడం వల్ల స్కానింగ్ సమస్యలు రావచ్చు."
101	"మాడ్యూల్ శైలి"
102	"QR కోడ్‌ను రూపొందించే వ్యక్తిగత చతురస్రాలను మాడ్యూల్స్ అంటారు. ANQR ఐదు శైలులను అందిస్తుంది:"
103	"చతురస్రం: పదునైన మూలలతో క్లాసిక్ QR ప్రదర్శన."
104	"గుండ్రంగా: స్నేహపూర్వక రూపం కోసం మృదువైన మూలలు."
105	"చుక్కలు: ఆధునిక సౌందర్యం కోసం వృత్తాకార మాడ్యూల్స్."
106	"వజ్రం: ఒక విలక్షణమైన నమూనా కోసం 45° తిప్పబడిన చతురస్రాలు."
107	"కనెక్ట్ చేయబడింది: మాడ్యూల్స్ ప్రక్కనే ఉన్నప్పుడు విలీనం అవుతాయి, సేంద్రీయ ఆకృతులను సృష్టిస్తాయి."
108	"ఫైండర్ ప్యాటర్న్ స్టైల్"
109	"ఫైండర్ నమూనాలు అనేవి QR మూలల్లోని మూడు పెద్ద చతురస్రాలు, ఇవి స్కానర్‌లు కోడ్‌ను ఓరియంట్ చేయడానికి సహాయపడతాయి. అందుబాటులో ఉన్న శైలులు:"
110	"చతురస్రం: ప్రామాణిక చతురస్ర మూలలు."
111	"గుండ్రనిది: గుండ్రని మాడ్యూల్ శైలికి సరిపోయే మృదువైన మూలలు."
112	"వృత్తం: చుక్కల శైలి కోడ్‌ల కోసం వృత్తాకార ఫైండర్ నమూనాలు."
113	"అలైన్‌మెంట్ & టైమింగ్ ప్యాటర్న్స్"
114	"వికృతీకరణను సరిచేయడానికి సహాయపడటానికి పెద్ద QR కోడ్‌లలో (వెర్షన్ 2+) అలైన్‌మెంట్ నమూనాలు కనిపిస్తాయి. టైమింగ్ నమూనాలు ఫైండర్ నమూనాలను అనుసంధానించే ప్రత్యామ్నాయ పంక్తులు."
115	"అలైన్‌మెంట్ స్టైల్: మ్యాచ్ ఫైండర్, స్క్వేర్, గుండ్రంగా లేదా వృత్తం."
116	"టైమింగ్ స్టైల్: మ్యాచ్ మాడ్యూల్, సాలిడ్, లేదా డాష్డ్."
117	"రంగులు"
118	"ముందుభాగం: QR మాడ్యూళ్ల రంగు. నలుపు (#000000) ప్రామాణికం కానీ ఏదైనా ముదురు రంగు పనిచేస్తుంది."
119	"నేపథ్యం: నేపథ్య రంగు. తెలుపు (#ffffff) ప్రామాణికం. ముందుభాగంతో తగినంత కాంట్రాస్ట్ ఉండేలా చూసుకోండి."
120	"పారదర్శక నేపథ్యం: రంగుల ఉపరితలాలపై ఉపయోగించడానికి నేపథ్యాన్ని పూర్తిగా తొలగించండి. ఉపరితలం తగినంత కాంట్రాస్ట్‌ను అందిస్తుందని నిర్ధారించుకోండి."
121	"మాడ్యూల్ సైజు & గ్యాప్"
122	"మాడ్యూల్ పరిమాణం: ప్రతి మాడ్యూల్ పిక్సెల్‌లలో ఎంత పెద్దదిగా రెండర్ చేయబడుతుందో నియంత్రిస్తుంది. పెద్ద విలువలు పెద్దవిగా, స్కాన్ చేయడానికి సులభమైన కోడ్‌లను సృష్టిస్తాయి."
123	"మాడ్యూల్ గ్యాప్: మాడ్యూల్స్ మధ్య ఖాళీని శాతంగా జోడిస్తుంది. కొన్ని పరిస్థితులలో చిన్న ఖాళీలు (5-15%) స్కాన్ సామర్థ్యాన్ని మెరుగుపరుస్తాయి కానీ అధిక ఖాళీలు విశ్వసనీయతను తగ్గిస్తాయి."
124	"అవుట్పుట్ సెట్టింగులు"
125	"ఫార్మాట్: వినియోగ సందర్భం ఆధారంగా మీ ఎగుమతి ఆకృతిని ఎంచుకోండి."
126	"PNG: లాస్‌లెస్ రాస్టర్ ఫార్మాట్, చాలా ఉపయోగాలకు అనువైనది. ప్రింట్ మరియు డిజిటల్‌కు ఉత్తమమైనది."
127	"WebP: చిన్న ఫైల్ పరిమాణాలతో ఆధునిక ఫార్మాట్. వెబ్ వినియోగానికి మంచిది."
128	"GIF: యానిమేటెడ్ QR కోడ్‌లకు అవసరం. పారదర్శకతకు మద్దతు ఇస్తుంది."
129	"SVG: అనంతంగా స్కేల్ చేసే వెక్టర్ ఫార్మాట్. పెద్ద ప్రింట్‌కు లేదా మీరు కోడ్‌ను సవరించాల్సిన అవసరం వచ్చినప్పుడు ఉత్తమమైనది."
130	"అవుట్‌పుట్ కొలతలు"
131	"వెడల్పు/ఎత్తు: అవుట్‌పుట్ పరిమాణాన్ని పిక్సెల్‌లలో సెట్ చేయండి. ప్రింట్ కోసం, DPI ఆధారంగా లెక్కించండి (ఉదా., 1 అంగుళం = 300px వద్ద 300 DPI). పెద్ద పరిమాణాలు దూరం వద్ద మరింత విశ్వసనీయంగా స్కాన్ చేస్తాయి."
132	"యానిమేషన్ సెట్టింగ్‌లు (అధునాతన)"
133	"యానిమేటెడ్ QR కోడ్ ప్రవర్తనను నియంత్రించండి:"
134	"వేగం: యానిమేషన్ ఫ్రేమ్ రేటు మిల్లీసెకన్లలో."
135	"లూప్: నిరంతర లేదా సింగిల్-ప్లే యానిమేషన్."
136	"బౌన్స్: పింగ్-పాంగ్ యానిమేషన్ దర్శకత్వం."
137	"ఫ్రేమ్‌ను ప్రారంభించండి: నిర్దిష్ట ఫ్రేమ్ నుండి యానిమేషన్‌ను ప్రారంభించండి."
138	"గరిష్ట ఫ్రేమ్‌లు: యానిమేషన్‌లో మొత్తం ఫ్రేమ్‌లను పరిమితం చేయండి."
139	"ఫ్రేమ్ దశ: వేగవంతమైన యానిమేషన్ కోసం ఫ్రేమ్‌లను దాటవేయి."
140	"ఇంటర్‌పోలేషన్: ఫ్రేమ్‌ల మధ్య ఏదీ లేదు, క్రాస్‌ఫేడ్ లేదా మార్ఫ్."
141	"కంటెంట్ రకాలు (అధునాతన)"
142	"అధునాతన స్థాయి అదనపు పేలోడ్ ఫార్మాట్‌లను అన్‌లాక్ చేస్తుంది:"
143	"ఫోన్ నంబర్ (టెల్:): కాల్ చేయగల ఫోన్ లింక్‌ను సృష్టిస్తుంది."
144	"ఇమెయిల్ (మెయిల్టో:): ఐచ్ఛిక విషయం మరియు బాడీతో ఇమెయిల్ క్లయింట్‌ను తెరుస్తుంది."
145	"SMS: ఫోన్ నంబర్‌కు ముందే నింపిన వచన సందేశం."
146	"vCard: పేరు, సంస్థ, ఫోన్, ఇమెయిల్, చిరునామాతో కూడిన పూర్తి కాంటాక్ట్ కార్డ్."
147	"మీకార్డ్: జపాన్‌లో ప్రసిద్ధి చెందిన కాంపాక్ట్ కాంటాక్ట్ ఫార్మాట్."
148	"బిజ్ కార్డ్: లెగసీ బిజినెస్ కార్డ్ ఫార్మాట్."
149	"జియో లొకేషన్: మ్యాప్‌లలో తెరిచే GPS కోఆర్డినేట్‌లు."
150	"వైఫై: ఆటోమేటిక్ కనెక్షన్ కోసం నెట్‌వర్క్ ఆధారాలు (SSID, పాస్‌వర్డ్, భద్రతా రకం)."
151	"క్యాలెండర్ ఈవెంట్: శీర్షిక, స్థానం, తేదీ/సమయంతో iCalendar ఫార్మాట్."
152	"ఈవెంట్ RSVP: ఈవెంట్ రిజిస్ట్రేషన్ పేజీకి లింక్."
153	"క్యాలెండర్ సబ్‌స్క్రైబ్: ICS/WebCal ఫీడ్‌కు సబ్‌స్క్రైబ్ చేయండి."
154	"ఫైల్/డాక్యుమెంట్ URL: డౌన్‌లోడ్ చేయగల ఫైల్‌లకు ప్రత్యక్ష లింక్."
155	"క్లౌడ్ స్టోరేజ్ లింక్: గూగుల్ డ్రైవ్, డ్రాప్‌బాక్స్, వన్‌డ్రైవ్ మొదలైన వాటికి లింక్‌లు."
156	"సోషల్ ప్రొఫైల్: లింక్డ్ఇన్, ట్విట్టర్, ఇన్‌స్టాగ్రామ్ మొదలైన వాటికి లింక్‌లు."
157	"మెసేజింగ్ లింక్: వాట్సాప్, టెలిగ్రామ్, సిగ్నల్ డీప్ లింక్‌లు."
158	"అధునాతన ఓవర్లే ఫీచర్లు"
159	"అదనపు ఓవర్లే సామర్థ్యాలు:"
160	"క్రాప్: మీ చిత్రం యొక్క చదరపు ప్రాంతాన్ని ఎంచుకోవడానికి క్రాపింగ్‌ను ప్రారంభించండి."
161	"హాల్ఫ్‌టోన్: చిత్రం ప్రకాశం ఆధారంగా క్లాసిక్ ప్రింట్-శైలి డాట్ నమూనా."
162	"డిథర్డ్: వివరణాత్మక పునరుత్పత్తి కోసం ఎర్రర్-డిఫ్యూజన్ డిథెరింగ్."
163	"ఓవర్లే బ్లెండ్ మోడ్‌లు (అధునాతన)"
164	"అధునాతన స్థాయిలో అదనపు బ్లెండ్ మోడ్‌లు:"
165	"సబ్‌పిక్సెల్: అధిక వివరాల కోసం ప్రతి మాడ్యూల్‌ను సబ్‌పిక్సెల్‌లుగా విభజిస్తుంది."
166	"నీలి శబ్దం: కళాఖండాలు లేని నమూనాల కోసం నీలి శబ్దం డైతరింగ్‌ను ఉపయోగిస్తుంది."
167	"మొజాయిక్: చిత్ర నిర్మాణాన్ని సంరక్షించే టైల్-ఆధారిత ప్రభావం."
168	"గ్యాప్ ఫిల్: మాడ్యూళ్ల మధ్య ఖాళీలలో చిత్రాన్ని ఉంచుతుంది."
169	"ప్రకాశం: చిత్రం ప్రకాశం ఆధారంగా మాడ్యూల్ పరిమాణం మారుతుంది."
170	"డ్యూటోన్: అద్భుతమైన కాంట్రాస్ట్ కోసం చిత్రాన్ని రెండు రంగులకు మ్యాప్ చేస్తుంది."
171	"ఓవర్లే ఇంటెన్సిటీ"
172	"QR కోడ్‌పై ఓవర్‌లే ఎంత బలమైన ప్రభావాన్ని చూపుతుందో నియంత్రిస్తుంది (0-100%). అధిక విలువలు ఎక్కువ చిత్ర వివరాలను చూపుతాయి కానీ స్కాన్ చేయగల సామర్థ్యాన్ని తగ్గించవచ్చు. దాదాపు 70% నుండి ప్రారంభించి పరీక్ష ఆధారంగా సర్దుబాటు చేయండి."
173	"రంగు మోడ్"
