1	"ANQR பற்றி"
16	"ANQR நிலையான குறியீடுகளில் கவனம் செலுத்துகிறது (தரவு QR-க்குள் உள்ளது). உங்களுக்கு ஒரு டைனமிக் குறியீடு (திருத்தக்கூடிய இலக்கு) தேவைப்பட்டால், உங்கள் சொந்த திருப்பிவிடல் URL அல்லது குறுகிய இணைப்பை நீங்கள் குறியாக்கம் செய்யலாம்."
17	"ANQR-ஐ இயக்குவது யார்?"
18	"ANQR ஒரு சுயாதீன வலை கருவியாக இயக்கப்படுகிறது. கேள்விகள், ஆதரவு அல்லது வணிக விசாரணைகளுக்கு, தொடர்பு பக்கம் அல்லது மின்னஞ்சலைப் பயன்படுத்தவும்"
19	"."
20	"விளம்பரமும் நாம் எப்படி சுதந்திரமாக இருக்கிறோம்"
21	"ANQR-ஐப் பயன்படுத்துவது இலவசம் மற்றும் விளம்பரத்தால் ஆதரிக்கப்படுகிறது. நாங்கள் Google AdSense மற்றும்/அல்லது பிற விளம்பர கூட்டாளர்கள் மூலம் விளம்பரங்களைக் காட்டலாம்."
22	"உங்கள் ஆர்வங்கள் மற்றும் உலாவல் செயல்பாட்டின் அடிப்படையில் விளம்பரங்களைத் தனிப்பயனாக்க விளம்பர வழங்குநர்கள் குக்கீகள் அல்லது ஒத்த தொழில்நுட்பங்களைப் பயன்படுத்தலாம். உங்கள் சாதன அமைப்புகளிலும் கூகிள் விளம்பர அமைப்புகள் மூலமாகவும் விளம்பர விருப்பத்தேர்வுகளை நீங்கள் நிர்வகிக்கலாம், மேலும் எங்கள் தனியுரிமைக் கொள்கையில் மேலும் அறியலாம்."
23	"நீங்கள் QR குறியீடுகளில் குறியாக்கம் செய்யும் உள்ளடக்கத்தை நாங்கள் விற்பனை செய்வதில்லை. திட்டத்தை இயக்குவதற்கும் மேம்படுத்துவதற்கும் ஆகும் செலவை விளம்பரங்கள் ஈடுகட்ட உதவுகின்றன."
24	"திறந்த தரநிலைகள்"
25	"ANQR, ISO/IEC 18004 தரநிலையின் அடிப்படையில் QR குறியீடுகளை உருவாக்குகிறது மற்றும் ஸ்கேனர்கள், கேமராக்கள் மற்றும் அச்சு பணிப்பாய்வுகளில் பரந்த இணக்கத்தன்மையை நோக்கமாகக் கொண்டுள்ளது."
26	"வர்த்தக முத்திரை அறிவிப்பு"
27	"QR Code® என்பது DENSO WAVE INCORPORATED இன் பதிவுசெய்யப்பட்ட வர்த்தக முத்திரையாகும். ANQR, DENSO WAVE INCORPORATED உடன் இணைக்கப்படவில்லை, அங்கீகரிக்கப்படவில்லை அல்லது நிதியுதவி செய்யவில்லை."
28	"கருத்து மற்றும் பங்களிப்புகள்"
29	"கருத்துகள், பிழை அறிக்கைகள் மற்றும் அம்ச பரிந்துரைகளை நாங்கள் வரவேற்கிறோம். மின்னஞ்சல் அல்லது தொடர்பு பக்கம் வழியாக தொடர்பு கொள்ளவும் - நாங்கள் ஒவ்வொரு செய்தியையும் படிக்கிறோம், இருப்பினும் மறுமொழி நேரம் மாறுபடலாம்."
30	"எங்களைத் தொடர்பு கொள்ளுங்கள்"
31	"கருத்துகள், பிழை அறிக்கைகள், அம்ச கோரிக்கைகள் மற்றும் பொதுவான விசாரணைகளை நாங்கள் வரவேற்கிறோம்."
32	"எங்களை எவ்வாறு தொடர்பு கொள்வது"
33	"உங்கள் தேவைகளைப் பொறுத்து எங்களைத் தொடர்பு கொள்ள நாங்கள் பல வழிகளை வழங்குகிறோம். ஒவ்வொரு செய்தியையும் நாங்கள் படிக்கிறோம், இருப்பினும் பதில் நேரம் அளவு மற்றும் விசாரணை வகையைப் பொறுத்து மாறுபடலாம்."
34	"மின்னஞ்சல்"
35	"அனைத்து விசாரணைகளுக்கும்: ${CONTACT_EMAIL}"
36	"எங்களைத் தொடர்புகொள்வதற்கான மிகவும் நம்பகமான வழி இது, மேலும் விரிவான கேள்விகள், வணிக விசாரணைகள் அல்லது வேறு எந்த விசாரணைகளுக்கும் இது பரிந்துரைக்கப்படுகிறது."
37	"தொடர்பு படிவம்"
38	"எங்களுக்கு நேரடியாக செய்தி அனுப்ப கீழே உள்ள படிவத்தைப் பயன்படுத்தவும். படிவம் வெற்றிகரமாக சமர்ப்பிக்கப்படவில்லை என்றால், தயவுசெய்து மின்னஞ்சலைப் பயன்படுத்தவும்."
39	"விசாரணைகளின் வகைகள்"
40	"பொதுவான கேள்விகள்: ANQR ஐ எவ்வாறு பயன்படுத்துவது என்பது பற்றிய கேள்விகள், அம்ச விளக்கங்கள் அல்லது பொதுவான கருத்து."
41	"பிழை அறிக்கைகள்: உங்கள் உலாவி, இயக்க முறைமை, மீண்டும் உருவாக்குவதற்கான படிகள் மற்றும் நீங்கள் காணும் ஏதேனும் பிழைச் செய்திகளைச் சேர்க்கவும்."
42	"அம்ச கோரிக்கைகள்: புதிய அம்சங்கள் அல்லது மேம்பாடுகளுக்கான பரிந்துரைகள். செயல்படுத்துவதாக உறுதியளிக்க முடியாது என்றாலும், அனைத்து கோரிக்கைகளையும் நாங்கள் கருத்தில் கொள்கிறோம்."
43	"வணிக விசாரணைகள்: கூட்டாண்மை வாய்ப்புகள், உரிமக் கேள்விகள் அல்லது வணிகப் பயன்பாட்டு விசாரணைகள்."
44	"தனியுரிமை கோரிக்கைகள்: GDPR, CCPA அல்லது பிற தனியுரிமைச் சட்டங்களின் கீழ் உங்கள் தனியுரிமை உரிமைகளைப் பயன்படுத்துவதற்கான கோரிக்கைகள் (தனியுரிமைக் கொள்கையைப் பார்க்கவும்)."
45	"DMCA/பதிப்புரிமை: நீக்குதல் அறிவிப்பு தேவைகளுக்கு கீழே உள்ள DMCA பகுதியைப் பார்க்கவும்."
46	"பதில் நேரங்கள்"
47	"விசாரணைகளுக்கு 5-7 வணிக நாட்களுக்குள் பதிலளிப்பதை நாங்கள் நோக்கமாகக் கொண்டுள்ளோம். சட்டப்படி தேவைப்படும் 30 நாட்களுக்குள் தனியுரிமை தொடர்பான கோரிக்கைகள் தீர்க்கப்படும்."
48	"பரபரப்பான நேரங்களில், பதிலளிக்கும் நேரம் அதிகமாக இருக்கலாம். அவசர விஷயங்களுக்கு, உங்கள் தலைப்பு வரியில் அவசரம் என்பதைக் குறிப்பிடவும்."
49	"எங்களைத் தொடர்பு கொள்வதற்கு முன்"
50	"ANQR அம்சங்களை எவ்வாறு பயன்படுத்துவது என்பது பற்றிய பொதுவான கேள்விகளுக்கான பதில்களுக்கு எங்கள் ஆவணப் பக்கத்தைப் பார்க்கவும். QR குறியீடு உருவாக்கம், ஸ்டைலிங் மற்றும் ஏற்றுமதி விருப்பங்கள் பற்றிய பல கேள்விகள் அங்கு விவாதிக்கப்பட்டுள்ளன."
51	"DMCA பதிப்புரிமை அறிவிப்புகள்"
52	"ANQR இல் கிடைக்கும் உள்ளடக்கம் உங்கள் பதிப்புரிமையை மீறுவதாக நீங்கள் நம்பினால், டிஜிட்டல் மில்லினியம் பதிப்புரிமைச் சட்டம் (DMCA) தரமிறக்குதல் அறிவிப்பைச் சமர்ப்பிக்கலாம். செல்லுபடியாகும் வகையில், உங்கள் அறிவிப்பில் பின்வருவன அடங்கும்:"
53	"பதிப்புரிமை உரிமையாளர் அல்லது அங்கீகரிக்கப்பட்ட முகவரின் உடல் அல்லது மின்னணு கையொப்பம்."
54	"மீறப்பட்டதாகக் கூறப்படும் பதிப்புரிமை பெற்ற படைப்பின் அடையாளம்."
55	"மீறுவதாகக் கூறப்படும் பொருளைக் கண்டறிய போதுமான தகவலுடன் அடையாளம் காணுதல்."
56	"உங்கள் தொடர்புத் தகவல் (முகவரி, தொலைபேசி எண் மற்றும் மின்னஞ்சல் முகவரி)."
57	"பதிப்புரிமை உரிமையாளரால் பொருளின் பயன்பாடு அங்கீகரிக்கப்படவில்லை என்று நீங்கள் நல்ல நம்பிக்கை கொண்டிருப்பதாக ஒரு அறிக்கை."
58	"உங்கள் அறிவிப்பில் உள்ள தகவல்கள் துல்லியமானவை என்றும், நீங்கள் பதிப்புரிமை உரிமையாளர் அல்லது அவர்களின் சார்பாக செயல்பட அங்கீகரிக்கப்பட்டவர் என்றும், பொய் சாட்சியத்தின் கீழ் ஒரு அறிக்கை."
59	"DMCA தொடர்பு"
60	"DMCA அறிவிப்புகளை இதற்கு அனுப்பு: ${CONTACT_EMAIL}"
61	"பொருள் வரியில் DMCA அறிவிப்பு என்பதைச் சேர்க்கவும். பொருந்தக்கூடிய சட்டத்தின்படி செல்லுபடியாகும் அறிவிப்புகளுக்கு நாங்கள் பதிலளிப்போம். ANQR பயனர்களின் சாதனங்களில் உள்ளூரில் QR குறியீடுகளை உருவாக்குகிறது மற்றும் பயனர் உருவாக்கிய உள்ளடக்கத்தை ஹோஸ்ட் செய்யாது என்பதை நினைவில் கொள்ளவும்."
62	"ANQR பயனர் வழிகாட்டி"
63	"QR குறியீடுகளை உருவாக்குவதற்கு ANQR ஐப் பயன்படுத்துவதற்கான முழுமையான வழிகாட்டி."
64	"தொடங்குதல்"
65	"ANQR என்பது உங்கள் கணினி, தொலைபேசி அல்லது டேப்லெட் போன்ற உங்கள் சாதனத்தில் முழுமையாக இயங்கும் ஒரு QR குறியீடு ஜெனரேட்டராகும். எந்தக் கணக்கும் தேவையில்லை, எந்த சேவையகங்களும் இதில் ஈடுபடவில்லை, மேலும் உங்கள் தரவு தனிப்பட்டதாகவே இருக்கும்."
66	"இடைமுகம் மூன்று இடைமுக நிலைகளைக் கொண்டுள்ளது: அடிப்படை, மேம்பட்ட மற்றும் தொழில்முறை. தலைப்பில் உள்ள தாவல்களைப் பயன்படுத்தி உங்கள் நிலையைத் தேர்ந்தெடுக்கவும். ஒவ்வொரு நிலையும் கூடுதல் அம்சங்களைத் திறக்கும் அதே வேளையில் இடைமுகம் உங்களுக்குத் தேவையானவற்றில் கவனம் செலுத்துகிறது."
67	"அடிப்படை: எளிய உரை/URL உள்ளடக்கம் மற்றும் பட மேலடுக்குடன் கூடிய எளிய QR குறியீடு உருவாக்கம்."
68	"மேம்பட்டது: QR குறியாக்க விருப்பங்கள், ரெண்டரிங் பாணிகள், அனிமேஷன், வெளியீட்டு வடிவங்கள், நீட்டிக்கப்பட்ட உள்ளடக்க வகைகள் மற்றும் மேலடுக்கு தனிப்பயனாக்கம்."
69	"தொழில்முறை: வாட்டர்மார்க்ஸ், மெட்டாடேட்டா, பகிர்வு, பாதுகாப்பு பகுப்பாய்வு, கட்டண QR குறியீடுகள் மற்றும் நிறுவன அம்சங்கள்."
70	"விரைவான தொடக்கம்"
71	"உங்கள் முதல் QR குறியீட்டை உருவாக்க:"
72	"1. உள்ளடக்க வகை கீழ்தோன்றலில் இருந்து உள்ளடக்க வகையைத் தேர்ந்தெடுக்கவும் (URL, உரை, WiFi, முதலியன)."
73	"2. வழங்கப்பட்ட புலங்களில் உங்கள் தரவை உள்ளிடவும்."
74	"3. விருப்பப்படி வண்ணங்கள், பாணிகளைத் தனிப்பயனாக்கி, மேலடுக்கு படத்தைச் சேர்க்கவும்."
75	"4. உங்கள் QR குறியீட்டை PNG, GIF, WebP அல்லது SVG ஆகப் பதிவிறக்க ஏற்றுமதி என்பதைக் கிளிக் செய்யவும்."
76	"அடிப்படை அம்சங்கள்"
77	"அடிப்படை நிலை, பேலோட் உள்ளடக்கம் மற்றும் பட மேலடுக்குகளுடன் QR குறியீடுகளை உருவாக்குவதற்கான நெறிப்படுத்தப்பட்ட இடைமுகத்தை வழங்குகிறது. இது தொடங்குவதற்கான எளிய வழி."
78	"உள்ளடக்க வகைகள் (அடிப்படை)"
79	"எளிய உரை: எந்த உரையையும் QR குறியீடு திறன் வரம்பு வரை குறியாக்கம் செய்யவும். குறுகிய செய்திகள், குறியீடுகள் அல்லது அடையாளங்காட்டிகளுக்கு ஏற்றது."
80	"URL: வலை முகவரிகளை குறியாக்கம் செய்யுங்கள். ஸ்கேன் செய்யும்போது QR குறியீடு URL ஐத் திறக்கும். http:// மற்றும் https:// நெறிமுறைகளை ஆதரிக்கிறது."
81	"பட மேலடுக்கு (அடிப்படை)"
82	"உங்கள் QR குறியீட்டுடன் கலக்க ஒரு படத்தை (JPG, PNG, GIF, WebP) பதிவேற்றவும். அடிப்படை மேலடுக்கு அம்சங்களில் பின்வருவன அடங்கும்:"
83	"கோப்பிலிருந்து பதிவேற்று: உங்கள் சாதனத்திலிருந்து ஒரு படத்தைத் தேர்ந்தெடுக்கவும்."
84	"URL இலிருந்து ஏற்றவும்: பட URL ஐ உள்ளிடவும் (CORS ஐ அனுமதிக்க வேண்டும்)."
85	"மைய லோகோ: பிழை திருத்தத்தை நம்பி, படத்தை மையத்தில் வைக்கிறது."
86	"கலவை: QR வடிவத்துடன் படத்தின் எளிய ஆல்பா கலவை."
87	"தீவிரம்: மேலடுக்கு QR குறியீட்டை எவ்வளவு வலுவாக பாதிக்கிறது என்பதைக் கட்டுப்படுத்துகிறது (0-100%)."
88	"வண்ணப் பயன்முறை: முழு வண்ணம், கிரேஸ்கேல் அல்லது கருப்பு & வெள்ளை."
89	"கண்டுபிடிப்பான் வடிவங்களைப் பாதுகாத்தல்: நம்பகமான ஸ்கேனிங்கிற்காக மூலை வடிவங்களை மாற்றாமல் வைத்திருக்கிறது."
90	"மேம்பட்ட அம்சங்கள்"
91	"மேம்பட்ட நிலை QR குறியாக்க விருப்பங்கள், ரெண்டரிங் பாணிகள், அனிமேஷன், வெளியீட்டு வடிவங்கள், நீட்டிக்கப்பட்ட உள்ளடக்க வகைகள் மற்றும் மேம்பட்ட மேலடுக்கு தனிப்பயனாக்கம் ஆகியவற்றைத் திறக்கிறது."
92	"QR குறியீட்டு அமைப்புகள்"
93	"பதிப்பு: QR குறியீடுகள் பதிப்புகள் 1-40 இல் வருகின்றன, உயர் பதிப்புகள் அதிக தரவைக் கொண்டுள்ளன, ஆனால் பெரியதாக இருக்கும். உங்கள் உள்ளடக்கத்திற்கு ஏற்ற சிறிய பதிப்பை ANQR தேர்வுசெய்ய அனுமதிக்க 0 (தானியங்கி) என அமைக்கவும். "
94	"பிழை திருத்தம்: ஸ்கேன் செய்யக்கூடியதாக இருக்கும்போது QR குறியீடு எவ்வளவு சேதத்தைத் தாங்கும் என்பதைத் தீர்மானிக்கிறது."
95	"L (குறைந்தது): 7% பிழை திருத்தம் - மிகச்சிறிய அளவு, குறைந்தபட்ச பணிநீக்கம்."
96	"M (நடுத்தரம்): 15% பிழை திருத்தம் - சமச்சீர் விருப்பம்."
97	"கே (காலாண்டு): 25% பிழை திருத்தம் - அச்சிடப்பட்ட குறியீடுகளுக்கு நல்லது."
98	"H (உயர்): 30% பிழை திருத்தம் - மேலடுக்குகள் அல்லது கடுமையான சூழ்நிலைகளில் உள்ள குறியீடுகளுக்கு சிறந்தது."
99	"அமைதியான மண்டலம் (விளிம்பு)"
100	"QR குறியீட்டைச் சுற்றியுள்ள வெள்ளை இடம் அமைதியான மண்டலம். குறியீடு எங்கிருந்து தொடங்குகிறது என்பதைக் கண்டறிய ஸ்கேனர்களுக்கு இந்த விளிம்பு தேவை. தரநிலை குறைந்தது 4 தொகுதிகளை பரிந்துரைக்கிறது. 4 க்குக் கீழே குறைப்பது ஸ்கேனிங் சிக்கல்களை ஏற்படுத்தக்கூடும்."
101	"தொகுதி பாணி"
102	"QR குறியீட்டை உருவாக்கும் தனிப்பட்ட சதுரங்கள் தொகுதிகள் ஆகும். ANQR ஐந்து பாணிகளை வழங்குகிறது:"
103	"சதுரம்: கூர்மையான மூலைகளுடன் கூடிய கிளாசிக் QR தோற்றம்."
104	"வட்டமானது: நட்பு தோற்றத்திற்காக மென்மையாக்கப்பட்ட மூலைகள்."
105	"புள்ளிகள்: நவீன அழகியலுக்கான வட்ட தொகுதிகள்."
106	"வைரம்: ஒரு தனித்துவமான வடிவத்திற்காக 45° சுழற்றப்பட்ட சதுரங்கள்."
107	"இணைக்கப்பட்டது: தொகுதிகள் அருகருகே இருக்கும்போது ஒன்றிணைந்து, கரிம வடிவங்களை உருவாக்குகின்றன."
108	"கண்டுபிடிப்பான் வடிவ நடை"
109	"கண்டுபிடிப்பான் வடிவங்கள் என்பது QR மூலைகளில் உள்ள மூன்று பெரிய சதுரங்கள் ஆகும், அவை ஸ்கேனர்கள் குறியீட்டை நோக்குநிலைப்படுத்த உதவுகின்றன. கிடைக்கும் பாணிகள்:"
110	"சதுரம்: நிலையான சதுர மூலைகள்."
111	"வட்டமானது: வட்டமான தொகுதி பாணியுடன் பொருந்தக்கூடிய மென்மையாக்கப்பட்ட மூலைகள்."
112	"வட்டம்: புள்ளி-பாணி குறியீடுகளுக்கான வட்டக் கண்டுபிடிப்பான் வடிவங்கள்."
113	"சீரமைப்பு & நேர முறைகள்"
114	"சிதைவைச் சரிசெய்ய உதவும் வகையில் பெரிய QR குறியீடுகளில் (பதிப்பு 2+) சீரமைப்பு வடிவங்கள் தோன்றும். நேர வடிவங்கள் என்பது கண்டுபிடிப்பான் வடிவங்களை இணைக்கும் மாற்று கோடுகள் ஆகும்."
115	"சீரமைப்பு நடை: பொருத்தக் கண்டுபிடிப்பான், சதுரம், வட்டமானது அல்லது வட்டம்."
116	"நேர நடை: பொருத்த தொகுதி, திடமானது அல்லது கோடு போடப்பட்டது."
117	"வண்ணங்கள்"
118	"முன்புறம்: QR தொகுதிகளின் நிறம். கருப்பு (#000000) நிலையானது, ஆனால் எந்த அடர் நிறமும் வேலை செய்யும்."
119	"பின்னணி: பின்னணி நிறம். வெள்ளை (#ffffff) நிலையானது. முன்புறத்துடன் போதுமான வேறுபாட்டை உறுதிசெய்க."
120	"வெளிப்படையான பின்னணி: வண்ண மேற்பரப்புகளில் பயன்படுத்த பின்னணியை முழுவதுமாக அகற்றவும். மேற்பரப்பு போதுமான மாறுபாட்டை வழங்குவதை உறுதிசெய்யவும்."
121	"தொகுதி அளவு & இடைவெளி"
122	"தொகுதி அளவு: ஒவ்வொரு தொகுதியும் பிக்சல்களில் எவ்வளவு பெரியதாக ரெண்டர் செய்யப்படுகிறது என்பதைக் கட்டுப்படுத்துகிறது. பெரிய மதிப்புகள் பெரிய, ஸ்கேன் செய்ய எளிதான குறியீடுகளை உருவாக்குகின்றன."
123	"தொகுதி இடைவெளி: தொகுதிகளுக்கு இடையில் இடைவெளியை சதவீதமாகச் சேர்க்கிறது. சில சூழ்நிலைகளில் சிறிய இடைவெளிகள் (5-15%) ஸ்கேன் செய்யும் திறனை மேம்படுத்தலாம், ஆனால் அதிகப்படியான இடைவெளிகள் நம்பகத்தன்மையைக் குறைக்கின்றன."
124	"வெளியீட்டு அமைப்புகள்"
125	"வடிவமைப்பு: பயன்பாட்டு வழக்கை அடிப்படையாகக் கொண்டு உங்கள் ஏற்றுமதி வடிவமைப்பைத் தேர்வுசெய்க."
126	"PNG: இழப்பற்ற ராஸ்டர் வடிவம், பெரும்பாலான பயன்பாடுகளுக்கு ஏற்றது. அச்சு மற்றும் டிஜிட்டலுக்கு சிறந்தது."
127	"WebP: சிறிய கோப்பு அளவுகளுடன் கூடிய நவீன வடிவம். வலை பயன்பாட்டிற்கு நல்லது."
128	"GIF: அனிமேஷன் செய்யப்பட்ட QR குறியீடுகளுக்குத் தேவை. வெளிப்படைத்தன்மையை ஆதரிக்கிறது."
129	"SVG: எல்லையற்ற அளவில் அளவிடக்கூடிய வெக்டர் வடிவம். பெரிய அச்சுக்கு அல்லது குறியீட்டைத் திருத்த வேண்டியிருக்கும் போது சிறந்தது."
130	"வெளியீட்டு பரிமாணங்கள்"
131	"அகலம்/உயரம்: வெளியீட்டு அளவை பிக்சல்களில் அமைக்கவும். அச்சிடுவதற்கு, DPI அடிப்படையில் கணக்கிடுங்கள் (எ.கா., 1 அங்குலத்தில் 300 DPI = 300px). பெரிய அளவுகள் தூரத்தில் மிகவும் நம்பகத்தன்மையுடன் ஸ்கேன் செய்கின்றன."
132	"அனிமேஷன் அமைப்புகள் (மேம்பட்டவை)"
133	"அனிமேஷன் செய்யப்பட்ட QR குறியீடு நடத்தையைக் கட்டுப்படுத்தவும்:"
134	"வேகம்: மில்லி விநாடிகளில் அனிமேஷன் பிரேம் வீதம்."
135	"லூப்: தொடர்ச்சியான அல்லது ஒற்றை-விளையாட்டு அனிமேஷன்."
136	"பவுன்ஸ்: பிங்-பாங் அனிமேஷன் இயக்கம்."
137	"தொடக்க சட்டகம்: குறிப்பிட்ட சட்டகத்திலிருந்து அனிமேஷனைத் தொடங்கு."
138	"அதிகபட்ச பிரேம்கள்: அனிமேஷனில் மொத்த பிரேம்களை வரம்பிடவும்."
139	"பிரேம் படி: வேகமான அனிமேஷனுக்கு பிரேம்களைத் தவிர்க்கவும்."
140	"இடைச்செருகல்: எதுவுமில்லை, குறுக்குவெட்டு அல்லது சட்டகங்களுக்கு இடையில் உருவகம்."
141	"உள்ளடக்க வகைகள் (மேம்பட்டவை)"
142	"மேம்பட்ட நிலை கூடுதல் பேலோட் வடிவங்களைத் திறக்கிறது:"
143	"தொலைபேசி எண் (தொலைபேசி:): அழைக்கக்கூடிய தொலைபேசி இணைப்பை உருவாக்குகிறது."
144	"மின்னஞ்சல் (mailto:): விருப்பப் பொருள் மற்றும் உள்ளடக்கத்துடன் மின்னஞ்சல் கிளையண்டைத் திறக்கிறது."
145	"SMS: ஒரு தொலைபேசி எண்ணுக்கு முன்பே நிரப்பப்பட்ட உரைச் செய்தி."
146	"vCard: பெயர், அமைப்பு, தொலைபேசி எண், மின்னஞ்சல் முகவரியுடன் கூடிய முழு தொடர்பு அட்டை."
147	"மீகார்டு: ஜப்பானில் பிரபலமான சிறிய தொடர்பு வடிவம்."
148	"பிஸ்கார்டு: மரபு வணிக அட்டை வடிவம்."
149	"புவி இருப்பிடம்: வரைபடங்களில் திறக்கும் ஜிபிஎஸ் ஆயத்தொலைவுகள்."
150	"வைஃபை: தானியங்கி இணைப்பிற்கான நெட்வொர்க் சான்றுகள் (SSID, கடவுச்சொல், பாதுகாப்பு வகை)."
151	"நாட்காட்டி நிகழ்வு: தலைப்பு, இடம், தேதி/நேரத்துடன் கூடிய iCalendar வடிவம்."
152	"நிகழ்வு பதில்: நிகழ்வு பதிவு பக்கத்திற்கான இணைப்பு."
153	"காலண்டர் சந்தா: ICS/WebCal ஊட்டத்திற்கு குழுசேரவும்."
154	"கோப்பு/ஆவண URL: பதிவிறக்கக்கூடிய கோப்புகளுக்கான நேரடி இணைப்பு."
155	"கிளவுட் ஸ்டோரேஜ் இணைப்பு: கூகிள் டிரைவ், டிராப்பாக்ஸ், ஒன் டிரைவ் போன்றவற்றுக்கான இணைப்புகள்."
156	"சமூக சுயவிவரம்: LinkedIn, Twitter, Instagram போன்றவற்றுக்கான இணைப்புகள்."
157	"செய்தி இணைப்பு: வாட்ஸ்அப், டெலிகிராம், சிக்னல் ஆழமான இணைப்புகள்."
158	"மேம்பட்ட மேலடுக்கு அம்சங்கள்"
159	"கூடுதல் மேலடுக்கு திறன்கள்:"
160	"செதுக்கு: உங்கள் படத்தின் சதுரப் பகுதியைத் தேர்ந்தெடுக்க செதுக்குதலை இயக்கு."
161	"ஹால்ஃப்டோன்: படத்தின் பிரகாசத்தை அடிப்படையாகக் கொண்ட கிளாசிக் அச்சு-பாணி புள்ளி முறை."
162	"சிதைந்தது: விரிவான இனப்பெருக்கத்திற்கான பிழை-பரவல் சிதைத்தல்."
163	"மேம்பட்ட மேலடுக்கு கலவை முறைகள் (மேம்பட்டது)"
164	"மேம்பட்ட நிலையில் கூடுதல் கலப்பு முறைகள்:"
165	"துணை பிக்சல்: அதிக விவரங்களுக்கு ஒவ்வொரு தொகுதியையும் துணை பிக்சல்களாகப் பிரிக்கிறது."
166	"நீல சத்தம்: கலைப்பொருள் இல்லாத வடிவங்களுக்கு நீல சத்தம் குறைதலைப் பயன்படுத்துகிறது."
167	"மொசைக்: பட அமைப்பைப் பாதுகாக்கும் ஓடு அடிப்படையிலான விளைவு."
168	"இடைவெளி நிரப்பு: தொகுதிகளுக்கு இடையிலான இடைவெளிகளில் படத்தை வைக்கிறது."
169	"பிரகாசம்: படத்தின் பிரகாசத்தைப் பொறுத்து தொகுதி அளவு மாறுபடும்."
170	"டூடோன்: குறிப்பிடத்தக்க மாறுபாட்டிற்காக படத்தை இரண்டு வண்ணங்களுக்கு வரைபடமாக்குகிறது."
171	"மேலடுக்கு தீவிரம்"
172	"மேலோட்டமானது QR குறியீட்டை எவ்வளவு வலுவாக பாதிக்கிறது என்பதைக் கட்டுப்படுத்துகிறது (0-100%). அதிக மதிப்புகள் பட விவரங்களை அதிகமாகக் காட்டுகின்றன, ஆனால் ஸ்கேன் செய்யும் திறனைக் குறைக்கலாம். சுமார் 70% தொடங்கி சோதனையின் அடிப்படையில் சரிசெய்யவும்."
173	"வண்ண முறை"
