1	"ANQR ಬಗ್ಗೆ"
12	"ಸಂಪೂರ್ಣ ಪ್ಯಾರಾಮೀಟರ್ ಬೆಂಬಲದೊಂದಿಗೆ ವೃತ್ತಿಪರ ಎಂಬೆಡಿಂಗ್‌ಗಾಗಿ ಸರ್ವರ್-ಸೈಡ್ API."
13	"ANQR ಹೇಗೆ ಕೆಲಸ ಮಾಡುತ್ತದೆ"
14	"ANQR ನಿಮ್ಮ ಬ್ರೌಸರ್‌ನಲ್ಲಿ ರನ್ ಆಗುತ್ತದೆ ಮತ್ತು ನಿಮ್ಮ ಇನ್‌ಪುಟ್ ಅನ್ನು ರೀಡ್–ಸೊಲೊಮನ್ ದೋಷ ತಿದ್ದುಪಡಿಯೊಂದಿಗೆ ಪ್ರಮಾಣಿತ QR ಮ್ಯಾಟ್ರಿಕ್ಸ್‌ಗೆ ಎನ್‌ಕೋಡ್ ಮಾಡುತ್ತದೆ, ನಂತರ ಅದನ್ನು ನೀವು ಆಯ್ಕೆ ಮಾಡಿದ ಸ್ವರೂಪಕ್ಕೆ ರೆಂಡರ್ ಮಾಡುತ್ತದೆ."
15	"ಎಲ್ಲಾ ಪೀಳಿಗೆಯೂ ಸ್ಥಳೀಯವಾಗಿ ನಡೆಯುತ್ತದೆ. ನೀವು ಓವರ್‌ಲೇಗಳು ಅಥವಾ ಅನಿಮೇಷನ್‌ಗಳನ್ನು ಸೇರಿಸಿದಾಗ, ANQR ಸ್ಕ್ಯಾನ್ ವಿಶ್ವಾಸಾರ್ಹತೆಯೊಂದಿಗೆ ಸ್ಟೈಲಿಂಗ್ ಅನ್ನು ಸಮತೋಲನಗೊಳಿಸುತ್ತದೆ ಆದ್ದರಿಂದ ಫಲಿತಾಂಶವು ಸ್ಕ್ಯಾನ್ ಮಾಡಬಹುದಾದಂತಿರುತ್ತದೆ."
16	"ANQR ಸ್ಥಿರ ಕೋಡ್‌ಗಳ ಮೇಲೆ ಕೇಂದ್ರೀಕರಿಸುತ್ತದೆ (ಡೇಟಾ QR ಒಳಗೆ ಇದೆ). ನಿಮಗೆ ಡೈನಾಮಿಕ್ ಕೋಡ್ (ಸಂಪಾದಿಸಬಹುದಾದ ಗಮ್ಯಸ್ಥಾನ) ಅಗತ್ಯವಿದ್ದರೆ, ನೀವು ನಿಮ್ಮ ಸ್ವಂತ ಮರುನಿರ್ದೇಶನ URL ಅಥವಾ ಕಿರು ಲಿಂಕ್ ಅನ್ನು ಎನ್‌ಕೋಡ್ ಮಾಡಬಹುದು."
17	"ANQR ಅನ್ನು ಯಾರು ನಿರ್ವಹಿಸುತ್ತಾರೆ?"
18	"ANQR ಅನ್ನು ಸ್ವತಂತ್ರ ವೆಬ್ ಪರಿಕರವಾಗಿ ನಿರ್ವಹಿಸಲಾಗುತ್ತದೆ. ಪ್ರಶ್ನೆಗಳು, ಬೆಂಬಲ ಅಥವಾ ವ್ಯವಹಾರ ವಿಚಾರಣೆಗಳಿಗಾಗಿ, ದಯವಿಟ್ಟು ಸಂಪರ್ಕ ಪುಟ ಅಥವಾ ಇಮೇಲ್ ಬಳಸಿ"
19	"."
20	"ಜಾಹೀರಾತು ಮತ್ತು ನಾವು ಹೇಗೆ ಮುಕ್ತರಾಗಿರುತ್ತೇವೆ"
21	"ANQR ಬಳಸಲು ಉಚಿತವಾಗಿದೆ ಮತ್ತು ಜಾಹೀರಾತುಗಳಿಂದ ಬೆಂಬಲಿತವಾಗಿದೆ. ನಾವು Google AdSense ಮತ್ತು/ಅಥವಾ ಇತರ ಜಾಹೀರಾತು ಪಾಲುದಾರರ ಮೂಲಕ ಜಾಹೀರಾತುಗಳನ್ನು ತೋರಿಸಬಹುದು."
22	"ಜಾಹೀರಾತು ಪೂರೈಕೆದಾರರು ನಿಮ್ಮ ಆಸಕ್ತಿಗಳು ಮತ್ತು ಬ್ರೌಸಿಂಗ್ ಚಟುವಟಿಕೆಯ ಆಧಾರದ ಮೇಲೆ ಜಾಹೀರಾತುಗಳನ್ನು ವೈಯಕ್ತೀಕರಿಸಲು ಕುಕೀಗಳು ಅಥವಾ ಅಂತಹುದೇ ತಂತ್ರಜ್ಞಾನಗಳನ್ನು ಬಳಸಬಹುದು. ನಿಮ್ಮ ಸಾಧನ ಸೆಟ್ಟಿಂಗ್‌ಗಳಲ್ಲಿ ಮತ್ತು Google ಜಾಹೀರಾತು ಸೆಟ್ಟಿಂಗ್‌ಗಳ ಮೂಲಕ ನೀವು ಜಾಹೀರಾತು ಆದ್ಯತೆಗಳನ್ನು ನಿರ್ವಹಿಸಬಹುದು ಮತ್ತು ನಮ್ಮ ಗೌಪ್ಯತಾ ನೀತಿಯಲ್ಲಿ ಇನ್ನಷ್ಟು ತಿಳಿದುಕೊಳ್ಳಬಹುದು."
23	"ನೀವು QR ಕೋಡ್‌ಗಳಲ್ಲಿ ಎನ್‌ಕೋಡ್ ಮಾಡುವ ವಿಷಯವನ್ನು ನಾವು ಮಾರಾಟ ಮಾಡುವುದಿಲ್ಲ. ಯೋಜನೆಯನ್ನು ನಡೆಸುವ ಮತ್ತು ಸುಧಾರಿಸುವ ವೆಚ್ಚವನ್ನು ಜಾಹೀರಾತುಗಳು ಭರಿಸಲು ಸಹಾಯ ಮಾಡುತ್ತವೆ."
24	"ಮುಕ್ತ ಮಾನದಂಡಗಳು"
25	"ANQR ISO/IEC 18004 ಮಾನದಂಡವನ್ನು ಆಧರಿಸಿ QR ಕೋಡ್‌ಗಳನ್ನು ಉತ್ಪಾದಿಸುತ್ತದೆ ಮತ್ತು ಸ್ಕ್ಯಾನರ್‌ಗಳು, ಕ್ಯಾಮೆರಾಗಳು ಮತ್ತು ಮುದ್ರಣ ಕಾರ್ಯಪ್ರವಾಹಗಳಲ್ಲಿ ವಿಶಾಲ ಹೊಂದಾಣಿಕೆಯ ಗುರಿಯನ್ನು ಹೊಂದಿದೆ."
26	"ಟ್ರೇಡ್‌ಮಾರ್ಕ್ ಸೂಚನೆ"
27	"QR Code® ಎಂಬುದು DENSO WAVE INCORPORATED ನ ನೋಂದಾಯಿತ ಟ್ರೇಡ್‌ಮಾರ್ಕ್ ಆಗಿದೆ. ANQR ಅನ್ನು DENSO WAVE INCORPORATED ನೊಂದಿಗೆ ಸಂಯೋಜಿಸಲಾಗಿಲ್ಲ, ಅನುಮೋದಿಸಲಾಗಿಲ್ಲ ಅಥವಾ ಪ್ರಾಯೋಜಿಸಲಾಗಿಲ್ಲ."
28	"ಪ್ರತಿಕ್ರಿಯೆ ಮತ್ತು ಕೊಡುಗೆಗಳು"
29	"ನಾವು ಪ್ರತಿಕ್ರಿಯೆ, ದೋಷ ವರದಿಗಳು ಮತ್ತು ವೈಶಿಷ್ಟ್ಯ ಸಲಹೆಗಳನ್ನು ಸ್ವಾಗತಿಸುತ್ತೇವೆ. ದಯವಿಟ್ಟು ಇಮೇಲ್ ಅಥವಾ ಸಂಪರ್ಕ ಪುಟದ ಮೂಲಕ ನಮ್ಮನ್ನು ಸಂಪರ್ಕಿಸಿ - ಪ್ರತಿಕ್ರಿಯೆ ಸಮಯಗಳು ಬದಲಾಗಬಹುದು, ಆದರೂ ನಾವು ಪ್ರತಿ ಸಂದೇಶವನ್ನು ಓದುತ್ತೇವೆ."
30	"ನಮ್ಮನ್ನು ಸಂಪರ್ಕಿಸಿ"
31	"ನಾವು ಪ್ರತಿಕ್ರಿಯೆ, ದೋಷ ವರದಿಗಳು, ವೈಶಿಷ್ಟ್ಯ ವಿನಂತಿಗಳು ಮತ್ತು ಸಾಮಾನ್ಯ ವಿಚಾರಣೆಗಳನ್ನು ಸ್ವಾಗತಿಸುತ್ತೇವೆ."
32	"ನಮ್ಮನ್ನು ಹೇಗೆ ತಲುಪುವುದು"
33	"ನಿಮ್ಮ ಅಗತ್ಯಗಳಿಗೆ ಅನುಗುಣವಾಗಿ ನಮ್ಮನ್ನು ಸಂಪರ್ಕಿಸಲು ನಾವು ಹಲವಾರು ಮಾರ್ಗಗಳನ್ನು ನೀಡುತ್ತೇವೆ. ನಾವು ಪ್ರತಿಯೊಂದು ಸಂದೇಶವನ್ನು ಓದುತ್ತೇವೆ, ಆದರೂ ಪ್ರತಿಕ್ರಿಯೆ ಸಮಯವು ಪ್ರಮಾಣ ಮತ್ತು ವಿಚಾರಣೆಯ ಪ್ರಕಾರವನ್ನು ಅವಲಂಬಿಸಿ ಬದಲಾಗಬಹುದು."
34	"ಇಮೇಲ್"
35	"ಎಲ್ಲಾ ವಿಚಾರಣೆಗಳಿಗೆ: ${CONTACT_EMAIL}"
36	"ನಮ್ಮನ್ನು ಸಂಪರ್ಕಿಸಲು ಇದು ಅತ್ಯಂತ ವಿಶ್ವಾಸಾರ್ಹ ಮಾರ್ಗವಾಗಿದೆ ಮತ್ತು ವಿವರವಾದ ಪ್ರಶ್ನೆಗಳು, ವ್ಯವಹಾರ ವಿಚಾರಣೆಗಳು ಅಥವಾ ಯಾವುದೇ ಇತರ ವಿಚಾರಣೆಗಳಿಗೆ ಇದನ್ನು ಶಿಫಾರಸು ಮಾಡಲಾಗಿದೆ."
37	"ಸಂಪರ್ಕ ಫಾರ್ಮ್"
38	"ನಮಗೆ ನೇರವಾಗಿ ಸಂದೇಶ ಕಳುಹಿಸಲು ಕೆಳಗಿನ ಫಾರ್ಮ್ ಬಳಸಿ. ಫಾರ್ಮ್ ಯಶಸ್ವಿಯಾಗಿ ಸಲ್ಲಿಸದಿದ್ದರೆ, ದಯವಿಟ್ಟು ಇಮೇಲ್ ಬಳಸಿ."
39	"ವಿಚಾರಣೆಯ ವಿಧಗಳು"
40	"ಸಾಮಾನ್ಯ ಪ್ರಶ್ನೆಗಳು: ANQR ಅನ್ನು ಹೇಗೆ ಬಳಸುವುದು, ವೈಶಿಷ್ಟ್ಯ ವಿವರಣೆಗಳು ಅಥವಾ ಸಾಮಾನ್ಯ ಪ್ರತಿಕ್ರಿಯೆಯ ಕುರಿತು ಪ್ರಶ್ನೆಗಳು."
41	"ದೋಷ ವರದಿಗಳು: ದಯವಿಟ್ಟು ನಿಮ್ಮ ಬ್ರೌಸರ್, ಆಪರೇಟಿಂಗ್ ಸಿಸ್ಟಮ್, ಪುನರುತ್ಪಾದಿಸುವ ಹಂತಗಳು ಮತ್ತು ನೀವು ನೋಡುವ ಯಾವುದೇ ದೋಷ ಸಂದೇಶಗಳನ್ನು ಸೇರಿಸಿ."
42	"ವೈಶಿಷ್ಟ್ಯ ವಿನಂತಿಗಳು: ಹೊಸ ವೈಶಿಷ್ಟ್ಯಗಳು ಅಥವಾ ಸುಧಾರಣೆಗಳಿಗಾಗಿ ಸಲಹೆಗಳು. ನಾವು ಎಲ್ಲಾ ವಿನಂತಿಗಳನ್ನು ಪರಿಗಣಿಸುತ್ತೇವೆ, ಆದರೂ ಅನುಷ್ಠಾನದ ಭರವಸೆ ನೀಡಲಾಗುವುದಿಲ್ಲ."
43	"ವ್ಯವಹಾರ ವಿಚಾರಣೆಗಳು: ಪಾಲುದಾರಿಕೆ ಅವಕಾಶಗಳು, ಪರವಾನಗಿ ಪ್ರಶ್ನೆಗಳು ಅಥವಾ ವಾಣಿಜ್ಯ ಬಳಕೆಯ ವಿಚಾರಣೆಗಳು."
44	"ಗೌಪ್ಯತೆ ವಿನಂತಿಗಳು: GDPR, CCPA, ಅಥವಾ ಇತರ ಗೌಪ್ಯತೆ ಕಾನೂನುಗಳ ಅಡಿಯಲ್ಲಿ ನಿಮ್ಮ ಗೌಪ್ಯತೆ ಹಕ್ಕುಗಳನ್ನು ಚಲಾಯಿಸಲು ವಿನಂತಿಗಳು (ಗೌಪ್ಯತೆ ನೀತಿಯನ್ನು ನೋಡಿ)."
45	"DMCA/ಕೃತಿಸ್ವಾಮ್ಯ: ತೆಗೆದುಹಾಕುವಿಕೆ ಸೂಚನೆ ಅವಶ್ಯಕತೆಗಳಿಗಾಗಿ ಕೆಳಗಿನ DMCA ವಿಭಾಗವನ್ನು ನೋಡಿ."
46	"ಪ್ರತಿಕ್ರಿಯೆ ಸಮಯಗಳು"
47	"ನಾವು 5-7 ವ್ಯವಹಾರ ದಿನಗಳಲ್ಲಿ ವಿಚಾರಣೆಗಳಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸುವ ಗುರಿಯನ್ನು ಹೊಂದಿದ್ದೇವೆ. ಕಾನೂನಿನ ಪ್ರಕಾರ ಅಗತ್ಯವಿರುವಂತೆ ಗೌಪ್ಯತೆಗೆ ಸಂಬಂಧಿಸಿದ ವಿನಂತಿಗಳನ್ನು 30 ದಿನಗಳಲ್ಲಿ ಪರಿಹರಿಸಲಾಗುವುದು."
48	"ಕಾರ್ಯನಿರತ ಅವಧಿಯಲ್ಲಿ, ಪ್ರತಿಕ್ರಿಯೆ ಸಮಯ ಹೆಚ್ಚಾಗಬಹುದು. ತುರ್ತು ವಿಷಯಗಳಿಗಾಗಿ, ದಯವಿಟ್ಟು ನಿಮ್ಮ ವಿಷಯದ ಸಾಲಿನಲ್ಲಿ ತುರ್ತು ಎಂದು ಸೂಚಿಸಿ."
49	"ನಮ್ಮನ್ನು ಸಂಪರ್ಕಿಸುವ ಮೊದಲು"
50	"ANQR ವೈಶಿಷ್ಟ್ಯಗಳನ್ನು ಹೇಗೆ ಬಳಸುವುದು ಎಂಬುದರ ಕುರಿತು ಸಾಮಾನ್ಯ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರಗಳಿಗಾಗಿ ದಯವಿಟ್ಟು ನಮ್ಮ ದಾಖಲೆ ಪುಟವನ್ನು ಪರಿಶೀಲಿಸಿ. QR ಕೋಡ್ ಉತ್ಪಾದನೆ, ಶೈಲಿ ಮತ್ತು ರಫ್ತು ಆಯ್ಕೆಗಳ ಕುರಿತು ಹಲವು ಪ್ರಶ್ನೆಗಳನ್ನು ಅಲ್ಲಿ ಒಳಗೊಂಡಿದೆ."
51	"DMCA ಹಕ್ಕುಸ್ವಾಮ್ಯ ಸೂಚನೆಗಳು"
52	"ANQR ನಲ್ಲಿ ಲಭ್ಯವಿರುವ ವಿಷಯವು ನಿಮ್ಮ ಹಕ್ಕುಸ್ವಾಮ್ಯವನ್ನು ಉಲ್ಲಂಘಿಸುತ್ತದೆ ಎಂದು ನೀವು ಭಾವಿಸಿದರೆ, ನೀವು ಡಿಜಿಟಲ್ ಮಿಲೇನಿಯಮ್ ಹಕ್ಕುಸ್ವಾಮ್ಯ ಕಾಯ್ದೆ (DMCA) ತೆಗೆದುಹಾಕುವಿಕೆ ಸೂಚನೆಯನ್ನು ಸಲ್ಲಿಸಬಹುದು. ಮಾನ್ಯವಾಗಿರಲು, ನಿಮ್ಮ ಸೂಚನೆಯು ಇವುಗಳನ್ನು ಒಳಗೊಂಡಿರಬೇಕು:"
53	"ಕೃತಿಸ್ವಾಮ್ಯ ಮಾಲೀಕರು ಅಥವಾ ಅಧಿಕೃತ ಏಜೆಂಟ್‌ನ ಭೌತಿಕ ಅಥವಾ ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸಹಿ."
54	"ಉಲ್ಲಂಘಿಸಲಾಗಿದೆ ಎಂದು ಹೇಳಲಾದ ಹಕ್ಕುಸ್ವಾಮ್ಯದ ಕೆಲಸದ ಗುರುತಿಸುವಿಕೆ."
55	"ಉಲ್ಲಂಘಿಸುತ್ತಿದೆ ಎಂದು ಹೇಳಲಾದ ವಸ್ತುವಿನ ಗುರುತಿಸುವಿಕೆ, ಅದನ್ನು ಪತ್ತೆಹಚ್ಚಲು ಸಾಕಷ್ಟು ಮಾಹಿತಿಯೊಂದಿಗೆ."
56	"ನಿಮ್ಮ ಸಂಪರ್ಕ ಮಾಹಿತಿ (ವಿಳಾಸ, ದೂರವಾಣಿ ಸಂಖ್ಯೆ ಮತ್ತು ಇಮೇಲ್ ವಿಳಾಸ)."
57	"ಕೃತಿಸ್ವಾಮ್ಯ ಮಾಲೀಕರಿಂದ ವಸ್ತುವಿನ ಬಳಕೆಯನ್ನು ಅಧಿಕೃತಗೊಳಿಸಲಾಗಿಲ್ಲ ಎಂಬ ಉತ್ತಮ ನಂಬಿಕೆಯನ್ನು ನೀವು ಹೊಂದಿರುವ ಹೇಳಿಕೆ."
58	"ನಿಮ್ಮ ಸೂಚನೆಯಲ್ಲಿರುವ ಮಾಹಿತಿಯು ನಿಖರವಾಗಿದೆ ಮತ್ತು ನೀವು ಹಕ್ಕುಸ್ವಾಮ್ಯ ಮಾಲೀಕರು ಅಥವಾ ಅವರ ಪರವಾಗಿ ಕಾರ್ಯನಿರ್ವಹಿಸಲು ಅಧಿಕಾರ ಹೊಂದಿದ್ದೀರಿ ಎಂದು ಸುಳ್ಳು ಸಾಕ್ಷ್ಯದ ದಂಡದ ಅಡಿಯಲ್ಲಿ ಹೇಳಿಕೆ."
59	"DMCA ಸಂಪರ್ಕ"
60	"DMCA ಸೂಚನೆಗಳನ್ನು ಇಲ್ಲಿಗೆ ಕಳುಹಿಸಿ: ${CONTACT_EMAIL}"
61	"ದಯವಿಟ್ಟು ವಿಷಯದ ಸಾಲಿನಲ್ಲಿ DMCA ಸೂಚನೆ ಎಂದು ಸೇರಿಸಿ. ಅನ್ವಯವಾಗುವ ಕಾನೂನಿಗೆ ಅನುಸಾರವಾಗಿ ನಾವು ಮಾನ್ಯ ಸೂಚನೆಗಳಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸುತ್ತೇವೆ. ANQR ಬಳಕೆದಾರರ ಸಾಧನಗಳಲ್ಲಿ ಸ್ಥಳೀಯವಾಗಿ QR ಕೋಡ್‌ಗಳನ್ನು ಉತ್ಪಾದಿಸುತ್ತದೆ ಮತ್ತು ಬಳಕೆದಾರರು ರಚಿಸಿದ ವಿಷಯವನ್ನು ಹೋಸ್ಟ್ ಮಾಡುವುದಿಲ್ಲ ಎಂಬುದನ್ನು ಗಮನಿಸಿ."
62	"ANQR ಬಳಕೆದಾರ ಮಾರ್ಗದರ್ಶಿ"
63	"QR ಕೋಡ್‌ಗಳನ್ನು ರಚಿಸಲು ANQR ಬಳಸುವ ಸಂಪೂರ್ಣ ಮಾರ್ಗದರ್ಶಿ."
64	"ಪ್ರಾರಂಭಿಸುವುದು"
65	"ANQR ಎಂಬುದು ನಿಮ್ಮ ಸಾಧನದಲ್ಲಿ - ನಿಮ್ಮ ಕಂಪ್ಯೂಟರ್, ಫೋನ್ ಅಥವಾ ಟ್ಯಾಬ್ಲೆಟ್‌ನಲ್ಲಿ ಸಂಪೂರ್ಣವಾಗಿ ಕಾರ್ಯನಿರ್ವಹಿಸುವ QR ಕೋಡ್ ಜನರೇಟರ್ ಆಗಿದೆ. ಯಾವುದೇ ಖಾತೆಯ ಅಗತ್ಯವಿಲ್ಲ, ಯಾವುದೇ ಸರ್ವರ್‌ಗಳು ಒಳಗೊಂಡಿರುವುದಿಲ್ಲ ಮತ್ತು ನಿಮ್ಮ ಡೇಟಾ ಖಾಸಗಿಯಾಗಿರುತ್ತದೆ."
66	"ಇಂಟರ್ಫೇಸ್ ಮೂರು ಇಂಟರ್ಫೇಸ್ ಹಂತಗಳನ್ನು ಹೊಂದಿದೆ: ಮೂಲ, ಸುಧಾರಿತ ಮತ್ತು ವೃತ್ತಿಪರ. ಹೆಡರ್‌ನಲ್ಲಿರುವ ಟ್ಯಾಬ್‌ಗಳನ್ನು ಬಳಸಿಕೊಂಡು ನಿಮ್ಮ ಮಟ್ಟವನ್ನು ಆಯ್ಕೆಮಾಡಿ. ಇಂಟರ್ಫೇಸ್ ನಿಮಗೆ ಬೇಕಾದುದನ್ನು ಕೇಂದ್ರೀಕರಿಸುವಾಗ ಪ್ರತಿಯೊಂದು ಹಂತವು ಹೆಚ್ಚುವರಿ ವೈಶಿಷ್ಟ್ಯಗಳನ್ನು ಅನ್‌ಲಾಕ್ ಮಾಡುತ್ತದೆ."
67	"ಮೂಲಭೂತ: ಸರಳ ಪಠ್ಯ/URL ವಿಷಯ ಮತ್ತು ಚಿತ್ರ ಓವರ್‌ಲೇಯೊಂದಿಗೆ ಸರಳ QR ಕೋಡ್ ರಚನೆ."
68	"ಸುಧಾರಿತ: QR ಎನ್‌ಕೋಡಿಂಗ್ ಆಯ್ಕೆಗಳು, ರೆಂಡರಿಂಗ್ ಶೈಲಿಗಳು, ಅನಿಮೇಷನ್, ಔಟ್‌ಪುಟ್ ಸ್ವರೂಪಗಳು, ವಿಸ್ತೃತ ವಿಷಯ ಪ್ರಕಾರಗಳು ಮತ್ತು ಓವರ್‌ಲೇ ಗ್ರಾಹಕೀಕರಣ."
69	"ವೃತ್ತಿಪರ: ವಾಟರ್‌ಮಾರ್ಕ್‌ಗಳು, ಮೆಟಾಡೇಟಾ, ಹಂಚಿಕೆ, ಸುರಕ್ಷತಾ ವಿಶ್ಲೇಷಣೆ, ಪಾವತಿ QR ಕೋಡ್‌ಗಳು ಮತ್ತು ಉದ್ಯಮ ವೈಶಿಷ್ಟ್ಯಗಳು."
70	"ತ್ವರಿತ ಆರಂಭ"
71	"ನಿಮ್ಮ ಮೊದಲ QR ಕೋಡ್ ರಚಿಸಲು:"
72	"1. ವಿಷಯ ಪ್ರಕಾರ ಡ್ರಾಪ್‌ಡೌನ್‌ನಿಂದ ವಿಷಯ ಪ್ರಕಾರವನ್ನು (URL, ಪಠ್ಯ, ವೈಫೈ, ಇತ್ಯಾದಿ) ಆಯ್ಕೆಮಾಡಿ."
73	"2. ಒದಗಿಸಲಾದ ಕ್ಷೇತ್ರಗಳಲ್ಲಿ ನಿಮ್ಮ ಡೇಟಾವನ್ನು ನಮೂದಿಸಿ."
74	"3. ಐಚ್ಛಿಕವಾಗಿ ಬಣ್ಣಗಳು, ಶೈಲಿಗಳನ್ನು ಕಸ್ಟಮೈಸ್ ಮಾಡಿ ಮತ್ತು ಓವರ್‌ಲೇ ಚಿತ್ರವನ್ನು ಸೇರಿಸಿ."
75	"4. ನಿಮ್ಮ QR ಕೋಡ್ ಅನ್ನು PNG, GIF, WebP, ಅಥವಾ SVG ಆಗಿ ಡೌನ್‌ಲೋಡ್ ಮಾಡಲು ರಫ್ತು ಕ್ಲಿಕ್ ಮಾಡಿ."
76	"ಮೂಲಭೂತ ಲಕ್ಷಣಗಳು"
77	"ಮೂಲ ಹಂತವು ಪೇಲೋಡ್ ವಿಷಯ ಮತ್ತು ಇಮೇಜ್ ಓವರ್‌ಲೇಗಳೊಂದಿಗೆ QR ಕೋಡ್‌ಗಳನ್ನು ರಚಿಸಲು ಸುವ್ಯವಸ್ಥಿತ ಇಂಟರ್ಫೇಸ್ ಅನ್ನು ಒದಗಿಸುತ್ತದೆ. ಪ್ರಾರಂಭಿಸಲು ಇದು ಸರಳವಾದ ಮಾರ್ಗವಾಗಿದೆ."
78	"ವಿಷಯ ಪ್ರಕಾರಗಳು (ಮೂಲ)"
79	"ಸರಳ ಪಠ್ಯ: ಯಾವುದೇ ಪಠ್ಯವನ್ನು QR ಕೋಡ್ ಸಾಮರ್ಥ್ಯದ ಮಿತಿಯವರೆಗೆ ಎನ್‌ಕೋಡ್ ಮಾಡಿ. ಕಿರು ಸಂದೇಶಗಳು, ಕೋಡ್‌ಗಳು ಅಥವಾ ಗುರುತಿಸುವಿಕೆಗಳಿಗೆ ಸೂಕ್ತವಾಗಿದೆ."
80	"URL: ವೆಬ್ ವಿಳಾಸಗಳನ್ನು ಎನ್‌ಕೋಡ್ ಮಾಡಿ. ಸ್ಕ್ಯಾನ್ ಮಾಡಿದಾಗ QR ಕೋಡ್ URL ಅನ್ನು ತೆರೆಯುತ್ತದೆ. http:// ಮತ್ತು https:// ಪ್ರೋಟೋಕಾಲ್‌ಗಳನ್ನು ಬೆಂಬಲಿಸುತ್ತದೆ."
81	"ಚಿತ್ರದ ಹೊದಿಕೆ (ಮೂಲ)"
