1	"ANQR को बारेमा"
16	"ANQR ले स्थिर कोडहरूमा ध्यान केन्द्रित गर्दछ (डेटा QR भित्र छ)। यदि तपाईंलाई गतिशील कोड (सम्पादन योग्य गन्तव्य) चाहिन्छ भने, तपाईं आफ्नै रिडिरेक्ट URL वा छोटो लिङ्क इन्कोड गर्न सक्नुहुन्छ।"
17	"ANQR कसले सञ्चालन गर्छ?"
18	"ANQR एक स्वतन्त्र वेब उपकरणको रूपमा सञ्चालित छ। प्रश्न, समर्थन, वा व्यावसायिक सोधपुछको लागि, कृपया सम्पर्क पृष्ठ वा इमेल प्रयोग गर्नुहोस्"
19	"।"
20	"विज्ञापन र हामी कसरी स्वतन्त्र रहन्छौं"
21	"ANQR प्रयोग गर्न नि:शुल्क छ र विज्ञापनद्वारा समर्थित छ। हामी गुगल एडसेन्स र/वा अन्य विज्ञापन साझेदारहरू मार्फत विज्ञापनहरू देखाउन सक्छौं।"
22	"विज्ञापन प्रदायकहरूले तपाईंको रुचि र ब्राउजिङ गतिविधिको आधारमा विज्ञापनहरू निजीकृत गर्न कुकीज वा समान प्रविधिहरू प्रयोग गर्न सक्छन्। तपाईं आफ्नो उपकरण सेटिङहरू र गुगल विज्ञापन सेटिङहरू मार्फत विज्ञापन प्राथमिकताहरू व्यवस्थापन गर्न सक्नुहुन्छ, र हाम्रो गोपनीयता नीतिमा थप जान्न सक्नुहुन्छ।"
23	"हामी तपाईंले QR कोडहरूमा इन्कोड गर्नुभएको सामग्री बेच्दैनौं। विज्ञापनहरूले परियोजना सञ्चालन र सुधार गर्ने लागत कभर गर्न मद्दत गर्छन्।"
24	"खुला मापदण्डहरू"
25	"ANQR ले ISO/IEC १८००४ मानकमा आधारित QR कोडहरू उत्पन्न गर्दछ र स्क्यानर, क्यामेरा र प्रिन्ट कार्यप्रवाहहरूमा व्यापक अनुकूलताको लागि लक्ष्य राख्छ।"
26	"ट्रेडमार्क सूचना"
27	"QR Code® DENSO WAVE INCORPORATED को दर्ता गरिएको ट्रेडमार्क हो। ANQR DENSO WAVE INCORPORATED सँग सम्बद्ध, समर्थित वा प्रायोजित छैन।"
28	"प्रतिक्रिया र योगदानहरू"
29	"हामी प्रतिक्रिया, बग रिपोर्ट, र सुविधा सुझावहरूको स्वागत गर्दछौं। कृपया इमेल वा सम्पर्क पृष्ठ मार्फत सम्पर्क गर्नुहोस् - हामी प्रत्येक सन्देश पढ्छौं, यद्यपि प्रतिक्रिया समय फरक हुन सक्छ।"
30	"हामीलाई सम्पर्क गर्नुहोस्"
31	"हामी प्रतिक्रिया, बग रिपोर्ट, सुविधा अनुरोध, र सामान्य सोधपुछको स्वागत गर्दछौं।"
32	"हामीलाई कसरी सम्पर्क गर्ने"
33	"हामी तपाईंको आवश्यकता अनुसार हामीलाई सम्पर्क गर्ने धेरै तरिकाहरू प्रदान गर्दछौं। हामी प्रत्येक सन्देश पढ्छौं, यद्यपि प्रतिक्रिया समय मात्रा र सोधपुछको प्रकारको आधारमा फरक हुन सक्छ।"
34	"इमेल"
35	"सबै सोधपुछका लागि: ${CONTACT_EMAIL}"
36	"यो हामीसम्म पुग्ने सबैभन्दा भरपर्दो तरिका हो र विस्तृत प्रश्नहरू, व्यावसायिक सोधपुछहरू, वा अन्य कुनै पनि सोधपुछको लागि सिफारिस गरिन्छ।"
37	"सम्पर्क फारम"
38	"हामीलाई सिधै सन्देश पठाउन तलको फारम प्रयोग गर्नुहोस्। यदि फारम सफलतापूर्वक पेश भएन भने, कृपया इमेल प्रयोग गर्नुहोस्।"
39	"जिज्ञासाका प्रकारहरू"
40	"सामान्य प्रश्नहरू: ANQR कसरी प्रयोग गर्ने भन्ने बारे प्रश्नहरू, सुविधा व्याख्याहरू, वा सामान्य प्रतिक्रिया।"
41	"बग रिपोर्टहरू: कृपया तपाईंको ब्राउजर, अपरेटिङ सिस्टम, पुन: उत्पादन गर्ने चरणहरू, र तपाईंले देख्नुहुने कुनै पनि त्रुटि सन्देशहरू समावेश गर्नुहोस्।"
42	"सुविधा अनुरोधहरू: नयाँ सुविधाहरू वा सुधारहरूको लागि सुझावहरू। हामी सबै अनुरोधहरूलाई विचार गर्छौं यद्यपि हामी कार्यान्वयनको वाचा गर्न सक्दैनौं।"
43	"व्यापारिक सोधपुछ: साझेदारी अवसरहरू, इजाजतपत्र प्रश्नहरू, वा व्यावसायिक प्रयोग सोधपुछ।"
44	"गोपनीयता अनुरोधहरू: GDPR, CCPA, वा अन्य गोपनीयता कानूनहरू अन्तर्गत तपाईंको गोपनीयता अधिकार प्रयोग गर्न अनुरोधहरू (गोपनीयता नीति हेर्नुहोस्)।"
45	"DMCA/प्रतिलिपि अधिकार: हटाउने सूचना आवश्यकताहरूको लागि तलको DMCA खण्ड हेर्नुहोस्।"
46	"प्रतिक्रिया समय"
47	"हामी ५-७ कार्य दिन भित्र सोधपुछको जवाफ दिने लक्ष्य राख्छौं। गोपनीयता-सम्बन्धित अनुरोधहरूलाई कानूनद्वारा आवश्यक पर्ने ३० दिन भित्र सम्बोधन गरिनेछ।"
48	"व्यस्त अवधिहरूमा, प्रतिक्रिया समय लामो हुन सक्छ। जरुरी मामिलाहरूको लागि, कृपया आफ्नो विषय पङ्क्तिमा तत्काल संकेत गर्नुहोस्।"
49	"हामीलाई सम्पर्क गर्नु अघि"
50	"ANQR सुविधाहरू कसरी प्रयोग गर्ने भन्ने बारे सामान्य प्रश्नहरूको उत्तरको लागि कृपया हाम्रो कागजात पृष्ठ जाँच गर्नुहोस्। QR कोड उत्पादन, शैली, र निर्यात विकल्पहरूको बारेमा धेरै प्रश्नहरू त्यहाँ समेटिएका छन्।"
51	"DMCA प्रतिलिपि अधिकार सूचनाहरू"
52	"यदि तपाईंलाई लाग्छ कि ANQR मा उपलब्ध सामग्रीले तपाईंको प्रतिलिपि अधिकार उल्लङ्घन गर्छ भने, तपाईंले डिजिटल मिलेनियम प्रतिलिपि अधिकार ऐन (DMCA) हटाउने सूचना पेश गर्न सक्नुहुन्छ। मान्य हुनको लागि, तपाईंको सूचनामा निम्न समावेश हुनुपर्छ:"
53	"प्रतिलिपि अधिकार मालिक वा अधिकृत एजेन्टको भौतिक वा इलेक्ट्रोनिक हस्ताक्षर।"
54	"उल्लंघन भएको दाबी गरिएको प्रतिलिपि अधिकार प्राप्त कामको पहिचान।"
55	"उल्लङ्घनकारी भएको दाबी गरिएको सामग्रीको पहिचान, त्यसलाई पत्ता लगाउन पर्याप्त जानकारी सहित।"
56	"तपाईंको सम्पर्क जानकारी (ठेगाना, टेलिफोन नम्बर, र इमेल ठेगाना)।"
57	"प्रतिलिपि अधिकार मालिकद्वारा सामग्रीको प्रयोग अधिकृत छैन भन्ने कुरामा तपाईंको पूर्ण विश्वास छ भन्ने कथन।"
58	"झूटो बयानको दण्ड अन्तर्गत एउटा कथन, तपाईंको सूचनामा भएको जानकारी सही छ र तपाईं प्रतिलिपि अधिकार मालिक हुनुहुन्छ वा उनीहरूको तर्फबाट कार्य गर्न अधिकृत हुनुहुन्छ।"
59	"DMCA सम्पर्क"
60	"DMCA सूचनाहरू पठाउनुहोस्: ${CONTACT_EMAIL}"
61	"कृपया विषय पङ्क्तिमा DMCA सूचना समावेश गर्नुहोस्। हामी लागू कानून अनुसार मान्य सूचनाहरूको जवाफ दिनेछौं। ध्यान दिनुहोस् कि ANQR ले प्रयोगकर्ता उपकरणहरूमा स्थानीय रूपमा QR कोडहरू उत्पन्न गर्दछ र प्रयोगकर्ता-उत्पन्न सामग्री होस्ट गर्दैन।"
62	"ANQR प्रयोगकर्ता गाइड"
63	"QR कोडहरू सिर्जना गर्न ANQR प्रयोग गर्ने पूर्ण गाइड।"
64	"सुरुवात गर्दै"
65	"ANQR भनेको क्लाइन्ट-फर्स्ट दृष्टिकोण भएको QR कोड जेनेरेटर हो। पूर्वनिर्धारित रूपमा, QR कोडहरू तपाईंको ब्राउजरमा स्थानीय रूपमा उत्पन्न हुन्छन् — कुनै खाता आवश्यक पर्दैन र तपाईंको डेटा निजी रहन्छ। व्यावसायिक इम्बेडिङको लागि, तपाईंले सर्भर-साइड API पनि प्रयोग गर्न सक्नुहुन्छ।"
66	"इन्टरफेसमा तीन इन्टरफेस स्तरहरू छन्: आधारभूत, उन्नत, र व्यावसायिक। हेडरमा ट्याबहरू प्रयोग गरेर आफ्नो स्तर चयन गर्नुहोस्। प्रत्येक स्तरले तपाईंलाई आवश्यक पर्ने कुराहरूमा केन्द्रित गर्दै अतिरिक्त सुविधाहरू अनलक गर्दछ।"
67	"आधारभूत: सादा पाठ/URL सामग्री र छवि ओभरलेको साथ सरल QR कोड सिर्जना।"
68	"उन्नत: QR एन्कोडिङ विकल्पहरू, रेन्डरिङ शैलीहरू, एनिमेसन, आउटपुट ढाँचाहरू, विस्तारित सामग्री प्रकारहरू, र ओभरले अनुकूलन।"
69	"पेशेवर: वाटरमार्क, मेटाडेटा, साझेदारी, सुरक्षा विश्लेषण, भुक्तानी QR कोडहरू, र उद्यम सुविधाहरू।"
70	"छिटो सुरुवात"
71	"तपाईंको पहिलो QR कोड सिर्जना गर्न:"
72	"१. सामग्री प्रकार ड्रपडाउनबाट सामग्री प्रकार (URL, पाठ, WiFi, आदि) चयन गर्नुहोस्।"
73	"२. प्रदान गरिएका क्षेत्रहरूमा आफ्नो डेटा प्रविष्ट गर्नुहोस्।"
74	"३. वैकल्पिक रूपमा रङहरू, शैलीहरू अनुकूलित गर्नुहोस्, र ओभरले छवि थप्नुहोस्।"
75	"४. आफ्नो QR कोड PNG, GIF, WebP, वा SVG को रूपमा डाउनलोड गर्न निर्यातमा क्लिक गर्नुहोस्।"
76	"आधारभूत विशेषताहरू"
77	"आधारभूत स्तरले पेलोड सामग्री र छवि ओभरलेहरू सहित QR कोडहरू सिर्जना गर्न एक सुव्यवस्थित इन्टरफेस प्रदान गर्दछ। यो सुरु गर्ने सबैभन्दा सरल तरिका हो।"
78	"सामग्री प्रकारहरू (आधारभूत)"
79	"सादा पाठ: QR कोड क्षमता सीमा सम्म कुनै पनि पाठलाई इन्कोड गर्नुहोस्। छोटो सन्देश, कोड, वा पहिचानकर्ताहरूको लागि आदर्श।"
80	"URL: वेब ठेगानाहरू इन्कोड गर्नुहोस्। स्क्यान गर्दा QR कोडले URL खोल्नेछ। http:// र https:// प्रोटोकलहरूलाई समर्थन गर्दछ।"
81	"छवि ओभरले (आधारभूत)"
82	"तपाईंको QR कोडसँग मिलाउन एउटा छवि (JPG, PNG, GIF, WebP) अपलोड गर्नुहोस्। आधारभूत ओभरले सुविधाहरूमा समावेश छन्:"
83	"फाइलबाट अपलोड गर्नुहोस्: आफ्नो उपकरणबाट एउटा छवि चयन गर्नुहोस्।"
84	"URL बाट लोड गर्नुहोस्: छवि URL प्रविष्ट गर्नुहोस् (CORS लाई अनुमति दिनुपर्छ)।"
85	"केन्द्रको लोगो: त्रुटि सुधारमा भर पर्दै, छविलाई केन्द्रमा राख्छ।"
86	"मिश्रण: QR ढाँचाको साथ छविको सरल अल्फा मिश्रण।"
87	"तीव्रता: ओभरलेले QR कोडलाई कतिको कडा रूपमा असर गर्छ भनेर नियन्त्रण गर्दछ (०-१००%)।"
88	"रङ मोड: पूर्ण रङ, ग्रेस्केल, वा कालो र सेतो।"
89	"खोजकर्ता ढाँचाहरू सुरक्षित गर्नुहोस्: भरपर्दो स्क्यानिङको लागि कुना ढाँचाहरू अपरिवर्तित राख्छ।"
90	"उन्नत सुविधाहरू"
91	"उन्नत स्तरले QR एन्कोडिङ विकल्पहरू, रेन्डरिङ शैलीहरू, एनिमेसन, आउटपुट ढाँचाहरू, विस्तारित सामग्री प्रकारहरू, र उन्नत ओभरले अनुकूलन अनलक गर्दछ।"
92	"QR एन्कोडिङ सेटिङहरू"
93	"संस्करण: QR कोडहरू संस्करण १-४० मा आउँछन्, उच्च संस्करणहरूमा बढी डेटा हुन्छ तर ठूला हुन्छन्। ANQR लाई तपाईंको सामग्रीसँग मिल्ने सबैभन्दा सानो संस्करण छनौट गर्न दिन ० (स्वचालित) मा सेट गर्नुहोस्।"
94	"त्रुटि सुधार: स्क्यान गर्न मिल्ने अवस्थामा QR कोडले कति क्षति पुर्‍याउन सक्छ भनेर निर्धारण गर्दछ।"
95	"L (न्यून): ७% त्रुटि सुधार - सबैभन्दा सानो आकार, सबैभन्दा कम अनावश्यकता।"
96	"M (मध्यम): १५% त्रुटि सुधार - सन्तुलित विकल्प।"
97	"Q (चतुर्थक): २५% त्रुटि सुधार - छापिएको कोडहरूको लागि राम्रो।"
98	"H (उच्च): ३०% त्रुटि सुधार - ओभरले भएका कोडहरूको लागि वा कठोर अवस्थामा उत्तम।"
99	"शान्त क्षेत्र (मार्जिन)"
100	"शान्त क्षेत्र भनेको QR कोड वरिपरिको सेतो ठाउँ हो। स्क्यानरहरूलाई कोड कहाँबाट सुरु हुन्छ भनेर पत्ता लगाउन यो मार्जिन चाहिन्छ। मानकले कम्तिमा ४ मोड्युलहरू सिफारिस गर्दछ। ४ भन्दा कम गर्नाले स्क्यानिङ समस्याहरू हुन सक्छ।"
101	"मोड्युल शैली"
102	"मोड्युलहरू व्यक्तिगत वर्गहरू हुन् जसले QR कोड बनाउँछ। ANQR ले पाँच शैलीहरू प्रदान गर्दछ:"
103	"वर्ग: तीखा कुनाहरू सहितको क्लासिक QR उपस्थिति।"
104	"गोलाकार: मित्रवत लुकको लागि नरम कुनाहरू।"
105	"थोप्लाहरू: आधुनिक सौन्दर्यशास्त्रको लागि गोलाकार मोड्युलहरू।"
106	"हीरा: विशिष्ट ढाँचाको लागि ४५° घुमाइएको वर्ग।"
107	"जडित: मोड्युलहरू छेउछाउमा हुँदा मर्ज हुन्छन्, जैविक आकारहरू सिर्जना गर्छन्।"
108	"खोजकर्ता ढाँचा शैली"
109	"फाइन्डर प्याटर्नहरू QR कुनाहरूमा रहेका तीन ठूला वर्गहरू हुन् जसले स्क्यानरहरूलाई कोडलाई अभिमुखीकरण गर्न मद्दत गर्दछ। उपलब्ध शैलीहरू:"
110	"वर्ग: मानक वर्ग कुनाहरू।"
111	"गोलाकार: गोलाकार मोड्युल शैलीसँग मिल्ने नरम कुनाहरू।"
112	"सर्कल: डट-शैली कोडहरूको लागि सर्कुलर खोजकर्ता ढाँचाहरू।"
113	"पङ्क्तिबद्धता र समय ढाँचाहरू"
114	"विकृति सच्याउन मद्दत गर्न ठूला QR कोडहरू (संस्करण २+) मा पङ्क्तिबद्ध ढाँचाहरू देखा पर्छन्। समय ढाँचाहरू खोजकर्ता ढाँचाहरूलाई जोड्ने वैकल्पिक रेखाहरू हुन्।"
115	"पङ्क्तिबद्धता शैली: मिलान खोजकर्ता, वर्ग, गोलाकार, वा वृत्त।"
116	"समय शैली: मिलान मोड्युल, ठोस, वा ड्यास गरिएको।"
117	"रङहरू"
118	"अग्रभूमि: QR मोड्युलहरूको रङ। कालो (#००००००) मानक हो तर कुनै पनि गाढा रङले काम गर्छ।"
119	"पृष्ठभूमि: पृष्ठभूमि रङ। सेतो (#ffffff) मानक हो। अग्रभूमिसँग पर्याप्त कन्ट्रास्ट सुनिश्चित गर्नुहोस्।"
120	"पारदर्शी पृष्ठभूमि: रंगीन सतहहरूमा प्रयोगको लागि पृष्ठभूमि पूर्ण रूपमा हटाउनुहोस्। सतहले पर्याप्त कन्ट्रास्ट प्रदान गर्दछ भनी सुनिश्चित गर्नुहोस्।"
121	"मोड्युल साइज र ग्याप"
122	"मोड्युल साइज: प्रत्येक मोड्युल पिक्सेलमा कति ठूलो रेन्डर हुन्छ भनेर नियन्त्रण गर्दछ। ठूला मानहरूले ठूला, स्क्यान गर्न सजिलो कोडहरू सिर्जना गर्दछ।"
123	"मोड्युल ग्याप: प्रतिशतको रूपमा मोड्युलहरू बीचको ठाउँ थप्छ। सानो अन्तराल (५-१५%) ले केही अवस्थाहरूमा स्क्यानबिलिटी सुधार गर्न सक्छ तर अत्यधिक अन्तरालले विश्वसनीयता घटाउँछ।"
124	"आउटपुट सेटिङहरू"
125	"ढाँचा: प्रयोगको आधारमा आफ्नो निर्यात ढाँचा छनौट गर्नुहोस्।"
126	"PNG: हानिरहित रास्टर ढाँचा, धेरैजसो प्रयोगको लागि आदर्श। प्रिन्ट र डिजिटलको लागि उत्तम।"
127	"WebP: सानो फाइल आकार भएको आधुनिक ढाँचा। वेब प्रयोगको लागि राम्रो।"
128	"GIF: एनिमेटेड QR कोडहरूको लागि आवश्यक छ। पारदर्शितालाई समर्थन गर्दछ।"
129	"SVG: भेक्टर ढाँचा जुन असीमित रूपमा मापन हुन्छ। ठूलो प्रिन्टको लागि वा तपाईंलाई कोड सम्पादन गर्न आवश्यक पर्दा उत्तम।"
130	"आउटपुट आयामहरू"
131	"चौडाइ/उचाइ: आउटपुट साइज पिक्सेलमा सेट गर्नुहोस्। प्रिन्टको लागि, DPI को आधारमा गणना गर्नुहोस् (जस्तै, १ इन्च = ३०० पिक्सेलमा ३०० DPI)। ठूला साइजहरूले दूरीमा अझ भरपर्दो रूपमा स्क्यान गर्छन्।"
132	"एनिमेसन सेटिङहरू (उन्नत)"
133	"एनिमेटेड QR कोड व्यवहार नियन्त्रण गर्नुहोस्:"
134	"गति: मिलिसेकेन्डमा एनिमेसन फ्रेम दर।"
135	"लूप: निरन्तर वा एकल-प्ले एनिमेसन।"
136	"बाउन्स: पिङ-पोङ एनिमेसन निर्देशन।"
137	"फ्रेम सुरु गर्नुहोस्: विशिष्ट फ्रेमबाट एनिमेसन सुरु गर्नुहोस्।"
138	"अधिकतम फ्रेमहरू: एनिमेसनमा कुल फ्रेमहरू सीमित गर्नुहोस्।"
139	"फ्रेम चरण: छिटो एनिमेसनको लागि फ्रेमहरू छोड्नुहोस्।"
140	"इन्टरपोलेसन: कुनै पनि होइन, क्रसफेड, वा फ्रेमहरू बीचको मोर्फ।"
141	"सामग्री प्रकारहरू (उन्नत)"
142	"उन्नत स्तरले थप पेलोड ढाँचाहरू अनलक गर्दछ:"
143	"फोन नम्बर (टेलिफोन:): कल गर्न मिल्ने फोन लिङ्क सिर्जना गर्छ।"
144	"इमेल (mailto:): वैकल्पिक विषय र मुख्य भाग भएको इमेल क्लाइन्ट खोल्छ।"
145	"SMS: फोन नम्बरमा पहिले नै भरिएको टेक्स्ट म्यासेज।"
146	"vCard: नाम, संस्था, फोन, इमेल, ठेगाना सहितको पूर्ण सम्पर्क कार्ड।"
147	"मेकार्ड: जापानमा लोकप्रिय कम्प्याक्ट सम्पर्क ढाँचा।"
148	"बिजकार्ड: लिगेसी बिजनेस कार्ड ढाँचा।"
149	"भू-स्थान: नक्सामा खुल्ने GPS निर्देशांकहरू।"
150	"वाइफाइ: स्वचालित जडानको लागि नेटवर्क प्रमाणहरू (SSID, पासवर्ड, सुरक्षा प्रकार)।"
151	"क्यालेन्डर घटना: शीर्षक, स्थान, मिति/समय सहितको iCalendar ढाँचा।"
152	"घटनाको जवाफ: कार्यक्रम दर्ता पृष्ठको लिङ्क।"
153	"क्यालेन्डर सदस्यता लिनुहोस्: ICS/WebCal फिडको सदस्यता लिनुहोस्।"
154	"फाइल/कागजात URL: डाउनलोड गर्न मिल्ने फाइलहरूको सिधा लिङ्क।"
155	"क्लाउड स्टोरेज लिङ्क: गुगल ड्राइभ, ड्रपबक्स, वनड्राइभ, आदिमा लिङ्कहरू।"
156	"सामाजिक प्रोफाइल: लिंक्डइन, ट्विटर, इन्स्टाग्राम, आदिका लिङ्कहरू।"
157	"सन्देश लिङ्क: व्हाट्सएप, टेलिग्राम, सिग्नल गहिरो लिङ्कहरू।"
158	"उन्नत ओभरले सुविधाहरू"
159	"अतिरिक्त ओभरले क्षमताहरू:"
160	"क्रप: तपाईंको छविको वर्गाकार क्षेत्र चयन गर्न क्रपिङ सक्षम गर्नुहोस्।"
161	"हाल्फटोन: छविको चमकमा आधारित क्लासिक प्रिन्ट-शैली डट ढाँचा।"
162	"डिथर्ड: विस्तृत पुनरुत्पादनको लागि त्रुटि-प्रसार डिथरिङ।"
163	"ओभरले ब्लेन्ड मोडहरू (उन्नत)"
164	"उन्नत स्तरमा थप मिश्रण मोडहरू:"
165	"सबपिक्सेल: उच्च विवरणको लागि प्रत्येक मोड्युललाई सबपिक्सेलमा विभाजन गर्दछ।"
166	"नीलो आवाज: कलाकृति-मुक्त ढाँचाहरूको लागि नीलो आवाज डिथरिङ प्रयोग गर्दछ।"
167	"मोज़ेक: टाइल-आधारित प्रभाव संरक्षण छवि संरचना।"
168	"ग्याप फिल: मोड्युलहरू बीचको खाली ठाउँहरूमा छवि राख्छ।"
169	"चमक: छविको चमकको आधारमा मोड्युलको आकार फरक हुन्छ।"
170	"डुओटोन: आकर्षक कन्ट्रास्टको लागि छविलाई दुई रङहरूमा नक्सा गर्दछ।"
171	"ओभरले तीव्रता"
172	"ओभरलेले QR कोडलाई कति बलियो रूपमा असर गर्छ भनेर नियन्त्रण गर्दछ (०-१००%)। उच्च मानहरूले थप छवि विवरण देखाउँछन् तर स्क्यान योग्यता कम गर्न सक्छन्। लगभग ७०% बाट सुरु गर्नुहोस् र परीक्षणको आधारमा समायोजन गर्नुहोस्।"
173	"रङ मोड"
174	"ओभरले छवि कसरी प्रशोधन गरिन्छ:"
175	"पूर्ण रङ: मौलिक छवि रङहरू सुरक्षित गर्दछ।"
176	"ग्रेस्केल: कालो र सेतो टोनमा रूपान्तरण गर्दछ।"
177	"कालो र सेतो: उच्च कन्ट्रास्ट बाइनरी रूपान्तरण।"
178	"खोजकर्ता ढाँचाहरू सुरक्षित गर्नुहोस्"
179	"सक्षम पार्दा, ओभरलेद्वारा तीन कुना खोजकर्ता ढाँचाहरूलाई परिमार्जन नगरी राख्छ। भरपर्दो स्क्यानिङको लागि दृढतापूर्वक सिफारिस गरिन्छ।"
180	"छवि पूर्वप्रशोधन"
181	"मिश्रण गर्नु अघि आफ्नो ओभरले छविमा फिल्टरहरू लागू गर्नुहोस्। यी समायोजनहरूले अन्तिम QR कोडमा छवि कसरी देखा पर्दछ भन्ने कुरामा सुधार गर्न सक्छ।"
182	"चम्किलोपन (-१०० देखि +१००): छविलाई हल्का वा अँध्यारो पार्नुहोस्।"
183	"कन्ट्रास्ट (-१०० देखि +१००): टोनल दायरा बढाउनुहोस् वा घटाउनुहोस्।"
184	"गामा (०.२ देखि ३.०): गैर-रैखिक चमक समायोजन। १ भन्दा तलका मानहरूले मिडटोनहरूलाई हल्का बनाउँछन्, १ भन्दा माथिका मानहरूले तिनीहरूलाई गाढा बनाउँछन्।"
185	"संतृप्ति (-१०० देखि +१००): रङको तीव्रता। -१०० ग्रेस्केल हो, +१०० ओभरस्याचुरेटेड हो।"
186	"ह्यु रोटेट (०-३६०°): रङ ह्वील वरिपरि सबै रङहरू सार्नुहोस्।"
187	"धमिलो (०-२० पिक्सेल): छवि विवरणहरू नरम पार्नुहोस्।"
188	"तिखार्नुहोस् (०-१००%): किनारा र विवरणहरू बढाउनुहोस्।"
189	"पोस्टराइज (०-१६ स्तरहरू): पोस्टर प्रभावको लागि रङ स्तरहरू घटाउनुहोस्।"
190	"थ्रेसहोल्ड (०-२५५): कटअफ बिन्दुमा बाइनरी कालो/सेतोमा रूपान्तरण गर्नुहोस्।"
191	"एज डिटेक्शन: सोबेल वा क्यानी एल्गोरिदमहरू केवल किनाराहरू देखाउन।"
192	"उल्टो पार्नुहोस्: सबै रङहरू उल्टो पार्नुहोस्।"
193	"फिट मोड"
194	"ओभरले छवि QR कोड क्षेत्रमा कसरी फिट हुन्छ:"
195	"आवरण: छविले सम्पूर्ण क्षेत्र भर्छ, आवश्यक परेमा काटछाँट पनि गरिन्छ।"
196	"समावेश: सम्पूर्ण छवि देखिने, मार्जिन हुन सक्छ।"
197	"स्ट्रेच: छवि ठ्याक्कै भर्नको लागि विकृत हुन्छ।"
198	"रूपान्तरण विकल्पहरू"
199	"घुमाउने: ९०° वृद्धिमा ओभरले घुमाउनुहोस्।"
200	"X/Y फ्लिप गर्नुहोस्: छविलाई तेर्सो वा ठाडो रूपमा मिरर गर्नुहोस्।"
201	"डाइथरिङ एल्गोरिदम"
202	"डिथरिङले निरन्तर-टोन छविहरूलाई QR कोडहरूले प्रतिनिधित्व गर्न सक्ने ढाँचाहरूमा रूपान्तरण गर्दछ। डिथर्ड, ब्लू नाइज, वा ट्रु डिथर ब्लेन्ड मोडहरू प्रयोग गर्दा उपलब्ध छ।"
203	"त्रुटि प्रसार: क्लासिक फ्लोयड-स्टेनबर्ग शैली। छिमेकी पिक्सेलहरूमा परिमाणीकरण त्रुटि फैलाउँछ।"
204	"अर्डर गरिएको (बायर): नियमित ढाँचाहरूको लागि थ्रेसहोल्ड म्याट्रिक्स प्रयोग गर्दछ।"
205	"क्लस्टर्ड डट: हाफटोन प्रिन्टिङको नक्कल गर्दछ।"
206	"शून्यता र समूह: अनुकूलित क्रमबद्ध हिड्ने।"
207	"नीलो आवाज: दृश्यात्मक रूपमा रमाइलो अनियमित देखिने ढाँचा।"
208	"नीलो आवाज थ्रेसहोल्ड: नीलो आवाज बनावटको साथ थ्रेसहोल्ड डिथरिङ।"
209	"सेतो आवाज: अनियमित सीमा बिग्रँदै।"
