1	"ANQR အကြောင်း"
12	"အပြည့်အဝ parameter ပံ့ပိုးမှုဖြင့် ပရော်ဖက်ရှင်နယ် embedding အတွက် Server-side API။"
13	"ANQR ဘယ်လိုအလုပ်လုပ်လဲ"
14	"ANQR သည် သင့်ဘရောက်ဆာတွင် လုပ်ဆောင်ပြီး သင့်ထည့်သွင်းမှုကို Reed–Solomon အမှားပြင်ဆင်ချက်ဖြင့် စံ QR matrix ထဲသို့ encode လုပ်ပြီးနောက် သင်ရွေးချယ်ထားသော format သို့ ပြန်ဆိုပေးသည်။"
15	"ထပ်ဆင့်ပုံများ သို့မဟုတ် အန်နီမေးရှင်းများထည့်သောအခါ၊ ANQR သည် စကင်န်ဖတ်ခြင်း၏ ယုံကြည်စိတ်ချရမှုနှင့် စတိုင်လ်ကို ဟန်ချက်ညီစေသောကြောင့် ရလဒ်ကို စကင်န်ဖတ်နိုင်မည်ဖြစ်သည်။"
16	"ANQR သည် static code များကို အာရုံစိုက်သည် (ဒေတာသည် QR အတွင်းတွင်ရှိသည်)။ သင်သည် dynamic code (တည်းဖြတ်နိုင်သော destination) လိုအပ်ပါက သင်၏ကိုယ်ပိုင် redirect URL သို့မဟုတ် short link ကို encode လုပ်နိုင်သည်။"
17	"ANQR ကို ဘယ်သူလည်ပတ်သလဲ။"
18	"ANQR ကို လွတ်လပ်သော ဝဘ်ကိရိယာတစ်ခုအဖြစ် လည်ပတ်ပါသည်။ မေးခွန်းများ၊ ပံ့ပိုးမှု သို့မဟုတ် စီးပွားရေးဆိုင်ရာ စုံစမ်းမေးမြန်းမှုများအတွက် ဆက်သွယ်ရန် စာမျက်နှာ သို့မဟုတ် အီးမေးလ်ကို အသုံးပြုပါ။"
19	"။"
20	"ကြော်ငြာများနှင့် ကျွန်ုပ်တို့ လွတ်လပ်နေပုံ"
21	"ANQR ကို အခမဲ့အသုံးပြုနိုင်ပြီး ကြော်ငြာများဖြင့် ပံ့ပိုးပေးထားပါသည်။ ကျွန်ုပ်တို့သည် Google AdSense နှင့်/သို့မဟုတ် အခြားကြော်ငြာမိတ်ဖက်များမှတစ်ဆင့် ကြော်ငြာများကို ပြသနိုင်ပါသည်။"
22	"ကြော်ငြာပံ့ပိုးပေးသူများသည် သင်၏စိတ်ဝင်စားမှုများနှင့် ကြည့်ရှုမှုလုပ်ဆောင်ချက်များအပေါ် အခြေခံ၍ ကြော်ငြာများကို စိတ်ကြိုက်ပြင်ဆင်ရန်အတွက် ကွတ်ကီးများ သို့မဟုတ် အလားတူနည်းပညာများကို အသုံးပြုနိုင်ပါသည်။ သင်၏စက်ပစ္စည်းဆက်တင်များနှင့် Google ကြော်ငြာဆက်တင်များမှတစ်ဆင့် ကြော်ငြာဦးစားပေးမှုများကို စီမံခန့်ခွဲနိုင်ပြီး ကျွန်ုပ်တို့၏ ကိုယ်ရေးကိုယ်တာမူဝါဒတွင် ပိုမိုလေ့လာနိုင်ပါသည်။"
23	"ကျွန်ုပ်တို့သည် သင် QR ကုဒ်များအဖြစ် ကုဒ်လုပ်ထားသော အကြောင်းအရာများကို မရောင်းပါ။ ကြော်ငြာများသည် ပရောဂျက်လည်ပတ်ခြင်းနှင့် တိုးတက်ကောင်းမွန်စေခြင်း၏ ကုန်ကျစရိတ်ကို ကာမိစေရန် ကူညီပေးသည်။"
24	"ပွင့်လင်းသောစံနှုန်းများ"
25	"ANQR သည် ISO/IEC 18004 စံနှုန်းအပေါ် အခြေခံ၍ QR ကုဒ်များကို ထုတ်ပေးပြီး စကင်နာများ၊ ကင်မရာများနှင့် ပုံနှိပ်လုပ်ငန်းစဉ်များတွင် ကျယ်ပြန့်စွာ တွဲဖက်အသုံးပြုနိုင်ရန် ရည်ရွယ်ပါသည်။"
26	"ကုန်အမှတ်တံဆိပ် အသိပေးချက်"
27	"QR Code® သည် DENSO WAVE INCORPORATED ၏ မှတ်ပုံတင်ထားသော ကုန်အမှတ်တံဆိပ်တစ်ခုဖြစ်သည်။ ANQR သည် DENSO WAVE INCORPORATED နှင့် ဆက်နွှယ်မှုမရှိ၊ ထောက်ခံမှုမရှိ သို့မဟုတ် ပံ့ပိုးမှုမရှိပါ။"
28	"တုံ့ပြန်ချက်များနှင့် ပံ့ပိုးကူညီမှုများ"
29	"ကျွန်ုပ်တို့သည် တုံ့ပြန်ချက်၊ bug အစီရင်ခံစာများနှင့် အင်္ဂါရပ်အကြံပြုချက်များကို ကြိုဆိုပါသည်။ အီးမေးလ် သို့မဟုတ် ဆက်သွယ်ရန်စာမျက်နှာမှတစ်ဆင့် ဆက်သွယ်ပါ — ကျွန်ုပ်တို့သည် မက်ဆေ့ချ်တိုင်းကို ဖတ်ရှုပါသည်၊ သို့သော် တုံ့ပြန်ချိန်များ ကွဲပြားနိုင်ပါသည်။"
30	"ကျွန်ုပ်တို့ကို ဆက်သွယ်ပါ"
31	"ကျွန်ုပ်တို့သည် တုံ့ပြန်ချက်၊ bug အစီရင်ခံစာများ၊ အင်္ဂါရပ်တောင်းဆိုမှုများနှင့် အထွေထွေမေးမြန်းမှုများကို ကြိုဆိုပါသည်။"
32	"ကျွန်ုပ်တို့ထံ မည်သို့ဆက်သွယ်ရမည်နည်း"
33	"သင့်လိုအပ်ချက်ပေါ် မူတည်၍ ကျွန်ုပ်တို့ထံ ဆက်သွယ်ရန် နည်းလမ်းများစွာကို ကျွန်ုပ်တို့ ပေးဆောင်ပါသည်။ ကျွန်ုပ်တို့သည် မက်ဆေ့ချ်တိုင်းကို ဖတ်ရှုသော်လည်း ပမာဏနှင့် မေးမြန်းမှုအမျိုးအစားပေါ် မူတည်၍ တုံ့ပြန်မှုအချိန်များ ကွဲပြားနိုင်ပါသည်။"
34	"အီးမေးလ်"
35	"မေးမြန်းစုံစမ်းလိုသည်များအားလုံးအတွက်- ${CONTACT_EMAIL}"
36	"ဤသည်မှာ ကျွန်ုပ်တို့ထံ ဆက်သွယ်ရန် အယုံကြည်ရဆုံးနည်းလမ်းဖြစ်ပြီး အသေးစိတ်မေးခွန်းများ၊ စီးပွားရေးဆိုင်ရာ စုံစမ်းမေးမြန်းမှုများ သို့မဟုတ် အခြားစုံစမ်းမေးမြန်းမှုများအတွက် အကြံပြုထားပါသည်။"
37	"ဆက်သွယ်ရန်ပုံစံ"
38	"အောက်ပါပုံစံကို အသုံးပြု၍ ကျွန်ုပ်တို့ထံ တိုက်ရိုက်မက်ဆေ့ခ်ျပို့ပါ။ ပုံစံကို အောင်မြင်စွာ မတင်သွင်းနိုင်ပါက အီးမေးလ်ကို အသုံးပြုပါ။"
39	"မေးမြန်းစုံစမ်းမှု အမျိုးအစားများ"
40	"အထွေထွေမေးခွန်းများ- ANQR ကို မည်သို့အသုံးပြုရမည်နှင့်ပတ်သက်သည့် မေးခွန်းများ၊ အင်္ဂါရပ်ရှင်းလင်းချက်များ သို့မဟုတ် အထွေထွေတုံ့ပြန်ချက်။"
41	"ချို့ယွင်းချက်အစီရင်ခံစာများ- ကျေးဇူးပြု၍ သင့်ဘရောက်ဆာ၊ လည်ပတ်မှုစနစ်၊ ပြန်လည်ထုတ်လုပ်ရန် အဆင့်များနှင့် သင်တွေ့မြင်ရသည့် မည်သည့်အမှားအယွင်းမက်ဆေ့ချ်များကိုမဆို ထည့်သွင်းပါ။"
42	"အင်္ဂါရပ်တောင်းဆိုမှုများ- အင်္ဂါရပ်အသစ်များ သို့မဟုတ် တိုးတက်မှုများအတွက် အကြံပြုချက်များ။ အကောင်အထည်ဖော်မည်ဟု ကျွန်ုပ်တို့ အာမမခံနိုင်သော်လည်း တောင်းဆိုမှုအားလုံးကို ကျွန်ုပ်တို့ ထည့်သွင်းစဉ်းစားပါသည်။"
43	"စီးပွားရေးဆိုင်ရာ စုံစမ်းမေးမြန်းမှုများ- မိတ်ဖက်အခွင့်အလမ်းများ၊ လိုင်စင်ဆိုင်ရာ မေးခွန်းများ သို့မဟုတ် စီးပွားဖြစ်အသုံးပြုမှုဆိုင်ရာ စုံစမ်းမေးမြန်းမှုများ။"
44	"လျှို့ဝှက်ရေး တောင်းဆိုချက်များ- GDPR၊ CCPA သို့မဟုတ် အခြားလျှို့ဝှက်ရေး ဥပဒေများအောက်တွင် သင်၏ လျှို့ဝှက်ရေး အခွင့်အရေးများကို ကျင့်သုံးရန် တောင်းဆိုမှုများ (လျှို့ဝှက်ရေးမူဝါဒကို ကြည့်ပါ)။"
45	"DMCA/မူပိုင်ခွင့်- ဖယ်ရှားရန် အသိပေးချက် လိုအပ်ချက်များအတွက် အောက်ပါ DMCA အပိုင်းကို ကြည့်ပါ။"
46	"တုံ့ပြန်မှုအချိန်များ"
47	"ကျွန်ုပ်တို့သည် မေးမြန်းမှုများကို ၅ ရက်မှ ၇ ရက်အတွင်း တုံ့ပြန်ရန် ရည်ရွယ်ပါသည်။ ကိုယ်ရေးကိုယ်တာနှင့်သက်ဆိုင်သော တောင်းဆိုမှုများကို ဥပဒေအရ လိုအပ်သည့်အတိုင်း ရက်ပေါင်း ၃၀ အတွင်း ကိုင်တွယ်ဖြေရှင်းပေးပါမည်။"
48	"အလုပ်များသောအချိန်များတွင် တုံ့ပြန်ချိန် ပိုကြာနိုင်ပါသည်။ အရေးတကြီးကိစ္စရပ်များအတွက် သင့်ခေါင်းစဉ်တွင် URGENT ကို ဖော်ပြပေးပါ။"
49	"ကျွန်ုပ်တို့ကို မဆက်သွယ်မီ"
50	"ANQR အင်္ဂါရပ်များကို မည်သို့အသုံးပြုရမည်နှင့်ပတ်သက်သည့် အမေးများသောမေးခွန်းများအတွက် အဖြေများအတွက် ကျွန်ုပ်တို့၏ စာရွက်စာတမ်းစာမျက်နှာကို ကြည့်ရှုပါ။ QR ကုဒ်ထုတ်လုပ်ခြင်း၊ ပုံစံချခြင်းနှင့် တင်ပို့ခြင်းရွေးချယ်မှုများအကြောင်း မေးခွန်းများစွာကို ထိုနေရာတွင် ဖော်ပြထားပါသည်။"
51	"DMCA မူပိုင်ခွင့် အသိပေးချက်များ"
52	"ANQR တွင် ရရှိနိုင်သော အကြောင်းအရာများသည် သင့်မူပိုင်ခွင့်ကို ချိုးဖောက်သည်ဟု သင်ယုံကြည်ပါက Digital Millennium Copyright Act (DMCA) ၏ ဖယ်ရှားခြင်းအကြောင်းကြားစာကို တင်သွင်းနိုင်သည်။ တရားဝင်ဖြစ်စေရန်အတွက် သင့်အကြောင်းကြားစာတွင် အောက်ပါတို့ ပါဝင်ရမည်-"
53	"မူပိုင်ခွင့်ပိုင်ရှင် သို့မဟုတ် ခွင့်ပြုထားသော အေးဂျင့်၏ ရုပ်ပိုင်းဆိုင်ရာ သို့မဟုတ် အီလက်ထရွန်းနစ် လက်မှတ်။"
54	"မူပိုင်ခွင့်ချိုးဖောက်ခံရသည်ဟု ဆိုထားသော လက်ရာကို ဖော်ထုတ်ခြင်း။"
55	"ချိုးဖောက်သည်ဟု ဆိုထားသော အကြောင်းအရာကို ရှာဖွေရန် လုံလောက်သော အချက်အလက်များဖြင့် ဖော်ထုတ်ခြင်း။"
56	"သင့်ဆက်သွယ်ရန်အချက်အလက် (လိပ်စာ၊ ဖုန်းနံပါတ်နှင့် အီးမေးလ်လိပ်စာ)။"
57	"မူပိုင်ခွင့်ပိုင်ရှင်မှ ပစ္စည်းအသုံးပြုမှုကို ခွင့်မပြုထားကြောင်း သင်ယုံကြည်ကြောင်း ဖော်ပြချက်။"
58	"သင့်အကြောင်းကြားစာပါ အချက်အလက်များသည် တိကျမှန်ကန်ကြောင်းနှင့် သင်သည် မူပိုင်ခွင့်ပိုင်ရှင် သို့မဟုတ် ၎င်းတို့ကိုယ်စား လုပ်ဆောင်ရန် အခွင့်အာဏာရှိကြောင်း မမှန်မကန် ကျိန်ဆိုခြင်း၏ ပြစ်ဒဏ်အောက်တွင် ဖော်ပြချက်။"
59	"DMCA ဆက်သွယ်ရန်"
60	"DMCA အသိပေးချက်များကို ${CONTACT_EMAIL} သို့ ပေးပို့ပါ"
61	"ခေါင်းစဉ်တွင် DMCA အသိပေးချက် ကို ထည့်သွင်းပါ။ သက်ဆိုင်ရာဥပဒေနှင့်အညီ တရားဝင်အသိပေးချက်များကို ကျွန်ုပ်တို့ တုံ့ပြန်ပါမည်။ ANQR သည် အသုံးပြုသူများ၏ စက်ပစ္စည်းများတွင် QR ကုဒ်များကို ထုတ်လုပ်ပေးပြီး အသုံးပြုသူမှ ထုတ်လုပ်သော အကြောင်းအရာများကို လက်ခံထားရှိမည်မဟုတ်ကြောင်း သတိပြုပါ။"
62	"ANQR အသုံးပြုသူလမ်းညွှန်"
63	"QR ကုဒ်များဖန်တီးရန် ANQR ကိုအသုံးပြုနည်းလမ်းညွှန်အပြည့်အစုံ။"
64	"စတင်ခြင်း"
65	"ANQR သည် client-first approach ပါရှိသော QR code generator တစ်ခုဖြစ်သည်။ default အားဖြင့် QR code များကို သင့် browser တွင် ဒေသတွင်းတွင် generate လုပ်ပါသည် — အကောင့်မလိုအပ်ဘဲ သင့်ဒေတာသည် လျှို့ဝှက်ထားရှိပါသည်။ professional embedding အတွက် server-side API ကိုလည်း အသုံးပြုနိုင်ပါသည်။"
66	"အင်တာဖေ့စ်တွင် အင်တာဖေ့စ်အဆင့်သုံးဆင့်ရှိသည်- အခြေခံ၊ အဆင့်မြင့် နှင့် ပရော်ဖက်ရှင်နယ်။ ခေါင်းစီးရှိ တက်ဘ်များကို အသုံးပြု၍ သင်၏အဆင့်ကို ရွေးချယ်ပါ။ အင်တာဖေ့စ်ကို သင်လိုအပ်သည့်အရာပေါ်တွင် အာရုံစိုက်ထားစဉ် အဆင့်တစ်ခုစီသည် အပိုဆောင်းအင်္ဂါရပ်များကို ဖွင့်ပေးသည်။"
67	"အခြေခံ- ရိုးရိုးစာသား/URL အကြောင်းအရာနှင့် ရုပ်ပုံထပ်ဆင့်ထားသော ရိုးရှင်းသော QR ကုဒ်ဖန်တီးမှု။"
68	"အဆင့်မြင့်- QR encoding ရွေးချယ်မှုများ၊ rendering style များ၊ animation၊ output format များ၊ extended content type များနှင့် overlay customization"
69	"ပရော်ဖက်ရှင်နယ်- ရေစာများ၊ မက်တာဒေတာ၊ မျှဝေခြင်း၊ ဘေးကင်းရေး ခွဲခြမ်းစိတ်ဖြာခြင်း၊ ငွေပေးချေမှု QR ကုဒ်များနှင့် စီးပွားရေးလုပ်ငန်း အင်္ဂါရပ်များ။"
70	"အမြန်စတင်ခြင်း"
71	"သင့်ရဲ့ ပထမဆုံး QR ကုဒ်ကို ဖန်တီးဖို့-"
72	"၁။ အကြောင်းအရာအမျိုးအစား dropdown မှ အကြောင်းအရာအမျိုးအစား (URL၊ စာသား၊ WiFi စသည်) ကို ရွေးချယ်ပါ။"
73	"၂။ ပေးထားသော အကွက်များတွင် သင့်ဒေတာကို ရိုက်ထည့်ပါ။"
74	"၃။ ရွေးချယ်နိုင်သော အရောင်များ၊ စတိုင်များကို စိတ်ကြိုက်ပြင်ဆင်ပြီး ထပ်ဆင့်ပုံတစ်ပုံထည့်ပါ။"
75	"၄။ သင့် QR ကုဒ်ကို PNG၊ GIF၊ WebP သို့မဟုတ် SVG အဖြစ် ဒေါင်းလုဒ်လုပ်ရန် Export ကိုနှိပ်ပါ။"
76	"အခြေခံအင်္ဂါရပ်များ"
77	"အခြေခံအဆင့်သည် payload အကြောင်းအရာနှင့် ရုပ်ပုံထပ်ဆင့်များဖြင့် QR ကုဒ်များဖန်တီးရန်အတွက် ချောမွေ့သော interface ကို ပေးစွမ်းသည်။ ဤသည်မှာ စတင်ရန် အရိုးရှင်းဆုံးနည်းလမ်းဖြစ်သည်။"
78	"အကြောင်းအရာအမျိုးအစားများ (အခြေခံ)"
79	"ရိုးရိုးစာသား- QR ကုဒ်စွမ်းရည်ကန့်သတ်ချက်အထိ မည်သည့်စာသားကိုမဆို ကုဒ်လုပ်ပါ။ တိုတောင်းသောမက်ဆေ့ချ်များ၊ ကုဒ်များ သို့မဟုတ် သတ်မှတ်ပေးသည့်အရာများအတွက် အသင့်တော်ဆုံးဖြစ်သည်။"
80	"URL: ဝဘ်လိပ်စာများကို encode လုပ်ပါ။ QR ကုဒ်သည် scan ဖတ်သောအခါ URL ကိုဖွင့်ပေးလိမ့်မည်။ http:// နှင့် https:// protocol များကို ပံ့ပိုးပေးသည်။"
81	"ပုံထပ်ဆင့် (အခြေခံ)"
82	"သင့် QR ကုဒ်နှင့် ရောနှောရန် ပုံတစ်ပုံ (JPG၊ PNG၊ GIF၊ WebP) ကို အပ်လုဒ်လုပ်ပါ။ အခြေခံ ထပ်ဆင့်အင်္ဂါရပ်များတွင် အောက်ပါတို့ ပါဝင်သည်-"
83	"ဖိုင်မှ အပ်လုဒ်လုပ်ခြင်း- သင့်စက်မှ ပုံတစ်ပုံကို ရွေးချယ်ပါ။"
84	"URL မှ တင်ခြင်း- ရုပ်ပုံ URL တစ်ခု ရိုက်ထည့်ပါ (CORS ကို ခွင့်ပြုရမည်)။"
85	"အလယ်လိုဂို- အမှားပြင်ဆင်ခြင်းအပေါ် အခြေခံ၍ ပုံကို အလယ်ဗဟိုတွင် ထားရှိသည်။"
86	"ရောစပ်ခြင်း- QR ပုံစံဖြင့် ရုပ်ပုံ၏ ရိုးရှင်းသော အယ်လ်ဖာ ရောစပ်ခြင်း။"
87	"ပြင်းထန်မှု- အပေါ်ယံလွှာသည် QR ကုဒ် (၀-၁၀၀%) ကို မည်မျှပြင်းထန်စွာ သက်ရောက်မှုရှိသည်ကို ထိန်းချုပ်သည်။"
88	"အရောင်မုဒ်- အရောင်အပြည့်၊ မီးခိုးရောင် သို့မဟုတ် အဖြူအမည်း။"
89	"Finder ပုံစံများကို ထိန်းသိမ်းပါ- ယုံကြည်စိတ်ချရသော စကင်ဖတ်စစ်ဆေးမှုအတွက် ထောင့်ပုံစံများကို မပြုပြင်ဘဲ သိမ်းဆည်းထားပါ။"
90	"အဆင့်မြင့် အင်္ဂါရပ်များ"
91	"အဆင့်မြင့်အဆင့်သည် QR encoding ရွေးချယ်မှုများ၊ rendering style များ၊ animation၊ output format များ၊ extended content type များနှင့် advanced overlay customization တို့ကို လော့ခ်ဖွင့်ပေးသည်။"
92	"QR ကုဒ်သွင်းခြင်း ဆက်တင်များ"
93	"ဗားရှင်း- QR ကုဒ်များသည် ဗားရှင်း ၁ မှ ၄၀ အထိ ထွက်ပေါ်လာပြီး ဗားရှင်းမြင့်များသည် ဒေတာပိုမိုသိမ်းဆည်းထားသော်လည်း ပိုကြီးသည်။ ANQR သည် သင့်အကြောင်းအရာနှင့် ကိုက်ညီသော အသေးငယ်ဆုံးဗားရှင်းကို ရွေးချယ်နိုင်စေရန် ၀ (အလိုအလျောက်) သို့ သတ်မှတ်ပါ။"
94	"အမှားပြင်ဆင်ခြင်း- စကင်ဖတ်နိုင်နေစဉ် QR ကုဒ်တစ်ခုသည် မည်မျှပျက်စီးစေနိုင်သည်ကို ဆုံးဖြတ်သည်။"
95	"L (နိမ့်): ၇% အမှားပြင်ဆင်ခြင်း - အသေးဆုံးအရွယ်အစား၊ အနည်းဆုံး ထပ်ဆင့်မှု။"
96	"M (အလတ်စား): ၁၅% အမှားပြင်ဆင်ခြင်း - ဟန်ချက်ညီသော ရွေးချယ်မှု။"
97	"Q (Quartile): ၂၅% အမှားပြင်ဆင်ချက် - ပုံနှိပ်ထားသော ကုဒ်များအတွက် ကောင်းမွန်သည်။"
98	"H (မြင့်မားသော): ၃၀% အမှားပြင်ဆင်ခြင်း - အလွှာများပါသော သို့မဟုတ် ကြမ်းတမ်းသောအခြေအနေများတွင် ကုဒ်များအတွက် အကောင်းဆုံးဖြစ်သည်။"
99	"တိတ်ဆိတ်ဇုန် (အနားသတ်)"
100	"တိတ်ဆိတ်ဇုန်သည် QR ကုဒ်ပတ်လည်ရှိ အဖြူရောင်နေရာဖြစ်သည်။ စကင်နာများသည် ကုဒ်စတင်သည့်နေရာကို ထောက်လှမ်းရန် ဤအနားသတ်ကို လိုအပ်သည်။ စံနှုန်းသည် အနည်းဆုံး မော်ဂျူး ၄ ခုကို အကြံပြုထားသည်။ ၄ အောက် လျှော့ချခြင်းသည် စကင်ဖတ်ခြင်းပြဿနာများ ဖြစ်စေနိုင်သည်။"
101	"မော်ဂျူးပုံစံ"
102	"မော်ဂျူးများသည် QR ကုဒ်တစ်ခုကို ဖွဲ့စည်းထားသော သီးခြားစတုရန်းများဖြစ်သည်။ ANQR သည် ပုံစံငါးမျိုး ပေးဆောင်သည်-"
103	"စတုရန်း- ထောင့်ချွန်များပါရှိသော ဂန္ထဝင် QR အသွင်အပြင်။"
104	"ဝိုင်းစက်ခြင်း- ပိုမိုဖော်ရွေသောအသွင်အပြင်အတွက် ထောင့်များကို ပျော့ပျောင်းစေသည်။"
105	"အစက်များ- ခေတ်မီအလှအပအတွက် စက်ဝိုင်းပုံ မော်ဂျူးများ။"
106	"စိန်- ထူးခြားသောပုံစံအတွက် ၄၅° လှည့်ထားသော စတုရန်းများ။"
107	"ချိတ်ဆက်ထားသည်- မော်ဂျူးများသည် ကပ်လျက်တွင် ပေါင်းစည်းပြီး အော်ဂဲနစ်ပုံသဏ္ဍာန်များကို ဖန်တီးသည်။"
108	"ရှာဖွေကိရိယာ ပုံစံပုံစံ"
109	"Finder ပုံစံများသည် QR ထောင့်များရှိ စတုရန်းကြီးသုံးခုဖြစ်ပြီး စကင်နာများအား ကုဒ်ကို လမ်းညွှန်ရန် ကူညီပေးသည်။ ရရှိနိုင်သော ပုံစံများ-"
110	"စတုရန်း- စံစတုရန်းထောင့်များ။"
111	"လုံးဝိုင်းထားသည်- လုံးဝိုင်းမော်ဂျူးပုံစံနှင့် ကိုက်ညီသော ပျော့ပျောင်းသောထောင့်များ။"
112	"စက်ဝိုင်း- dot-style ကုဒ်များအတွက် စက်ဝိုင်းရှာဖွေကိရိယာ ပုံစံများ။"
113	"ချိန်ညှိမှုနှင့် အချိန်ကိုက်ပုံစံများ"
114	"ပုံပျက်ခြင်းကို ပြုပြင်ရန်အတွက် ချိန်ညှိမှုပုံစံများသည် ပိုကြီးသော QR ကုဒ်များ (ဗားရှင်း ၂+) တွင် ပေါ်လာသည်။ အချိန်ကိုက်ပုံစံများသည် ရှာဖွေသည့်ပုံစံများကို ချိတ်ဆက်ပေးသည့် အလှည့်ကျမျဉ်းများဖြစ်သည်။"
115	"ချိန်ညှိမှုပုံစံ- ကိုက်ညီမှုရှာဖွေစက်၊ စတုရန်း၊ အဝိုင်း သို့မဟုတ် စက်ဝိုင်း။"
116	"အချိန်ကိုက်ပုံစံ- မော်ဂျူး၊ ခိုင်မာသော သို့မဟုတ် အစက်ချထားသည့် ကိုက်ညီမှု။"
117	"အရောင်များ"
118	"အရှေ့မျက်နှာပြင်- QR မော်ဂျူးများ၏ အရောင်။ အနက်ရောင် (#၀၀၀၀၀၀) သည် စံသတ်မှတ်ချက်ဖြစ်သော်လည်း မည်သည့်မှောင်သောအရောင်မဆို အလုပ်လုပ်ပါသည်။"
119	"နောက်ခံ- နောက်ခံအရောင်။ အဖြူရောင် (#ffffff) သည် စံသတ်မှတ်ချက်ဖြစ်သည်။ ရှေ့မျက်နှာပြင်နှင့် လုံလောက်သော ဆန့်ကျင်ဘက်အရောင်ကို သေချာပါစေ။"
120	"နောက်ခံဖောက်ထွင်းမြင်ရခြင်း- အရောင်မျက်နှာပြင်များတွင် အသုံးပြုရန် နောက်ခံကို လုံးဝဖယ်ရှားပါ။ မျက်နှာပြင်သည် လုံလောက်သော ဆန့်ကျင်ဘက်အရောင်ကို ပေးစွမ်းနိုင်ကြောင်း သေချာပါစေ။"
121	"မော်ဂျူး အရွယ်အစားနှင့် ကွာဟချက်"
122	"မော်ဂျူးအရွယ်အစား- မော်ဂျူးတစ်ခုစီကို ပစ်ဇယ်ဖြင့် မည်မျှကြီးမားစွာ ဖော်ပြသည်ကို ထိန်းချုပ်ပေးသည်။ တန်ဖိုးကြီးများသည် ပိုကြီးပြီး စကင်ဖတ်ရန် ပိုမိုလွယ်ကူသော ကုဒ်များကို ဖန်တီးပေးသည်။"
123	"မော်ဂျူးကွာဟချက်- မော်ဂျူးများအကြား နေရာလွတ်ကို ရာခိုင်နှုန်းအဖြစ် ထည့်ပါ။ သေးငယ်သော ကွာဟချက်များ (၅-၁၅%) သည် အခြေအနေအချို့တွင် စကင်ဖတ်နိုင်မှုကို တိုးတက်စေနိုင်သော်လည်း ကွာဟချက်များလွန်းခြင်းသည် ယုံကြည်စိတ်ချရမှုကို လျော့ကျစေသည်။"
124	"အထွက်ဆက်တင်များ"
125	"ဖော်မတ်- အသုံးပြုမှုအခြေအနေအပေါ် အခြေခံ၍ သင်၏တင်ပို့မှုဖော်မတ်ကို ရွေးချယ်ပါ။"
126	"PNG: Lossless raster format၊ အသုံးပြုမှုအများစုအတွက် အသင့်တော်ဆုံး။ ပုံနှိပ်ခြင်းနှင့် ဒစ်ဂျစ်တယ်အတွက် အကောင်းဆုံး။"
127	"WebP: ဖိုင်အရွယ်အစားသေးငယ်သော ခေတ်မီဖော်မတ်။ ဝဘ်အသုံးပြုရန် ကောင်းမွန်ပါသည်။"
