1	"ANQR-നെക്കുറിച്ച്"
20	"പരസ്യവും നമ്മൾ എങ്ങനെ സ്വതന്ത്രരായി തുടരുന്നു"
21	"ANQR സൗജന്യമായി ഉപയോഗിക്കാം, പരസ്യങ്ങൾ ഇതിനെ പിന്തുണയ്ക്കുന്നു. Google AdSense വഴിയും മറ്റ് പരസ്യ പങ്കാളികൾ വഴിയും ഞങ്ങൾ പരസ്യങ്ങൾ കാണിച്ചേക്കാം."
22	"നിങ്ങളുടെ താൽപ്പര്യങ്ങളെയും ബ്രൗസിംഗ് പ്രവർത്തനത്തെയും അടിസ്ഥാനമാക്കി പരസ്യങ്ങൾ വ്യക്തിഗതമാക്കാൻ പരസ്യ ദാതാക്കൾ കുക്കികളോ സമാന സാങ്കേതികവിദ്യകളോ ഉപയോഗിച്ചേക്കാം. നിങ്ങളുടെ ഉപകരണ ക്രമീകരണങ്ങളിലും Google പരസ്യ ക്രമീകരണങ്ങളിലൂടെയും നിങ്ങൾക്ക് പരസ്യ മുൻഗണനകൾ നിയന്ത്രിക്കാനും ഞങ്ങളുടെ സ്വകാര്യതാ നയത്തിൽ കൂടുതലറിയാനും കഴിയും."
23	"നിങ്ങൾ QR കോഡുകളിലേക്ക് എൻകോഡ് ചെയ്യുന്ന ഉള്ളടക്കം ഞങ്ങൾ വിൽക്കുന്നില്ല. പ്രോജക്റ്റ് നടത്തുന്നതിനും മെച്ചപ്പെടുത്തുന്നതിനുമുള്ള ചെലവ് വഹിക്കാൻ പരസ്യങ്ങൾ സഹായിക്കുന്നു."
24	"തുറന്ന മാനദണ്ഡങ്ങൾ"
25	"ISO/IEC 18004 സ്റ്റാൻഡേർഡിനെ അടിസ്ഥാനമാക്കിയാണ് ANQR QR കോഡുകൾ സൃഷ്ടിക്കുന്നത്, കൂടാതെ സ്കാനറുകൾ, ക്യാമറകൾ, പ്രിന്റ് വർക്ക്ഫ്ലോകൾ എന്നിവയിലുടനീളം വിശാലമായ അനുയോജ്യത ലക്ഷ്യമിടുന്നു."
26	"വ്യാപാരമുദ്രാ അറിയിപ്പ്"
27	"QR Code® എന്നത് DENSO WAVE INCORPORATED-ന്റെ രജിസ്റ്റർ ചെയ്ത വ്യാപാരമുദ്രയാണ്. ANQR, DENSO WAVE INCORPORATED-മായി അഫിലിയേറ്റ് ചെയ്തിട്ടില്ല, അംഗീകരിച്ചിട്ടില്ല, അല്ലെങ്കിൽ സ്പോൺസർ ചെയ്തിട്ടില്ല."
28	"ഫീഡ്‌ബാക്കും സംഭാവനകളും"
29	"ഫീഡ്‌ബാക്ക്, ബഗ് റിപ്പോർട്ടുകൾ, ഫീച്ചർ നിർദ്ദേശങ്ങൾ എന്നിവ ഞങ്ങൾ സ്വാഗതം ചെയ്യുന്നു. ദയവായി ഇമെയിൽ വഴിയോ കോൺടാക്റ്റ് പേജ് വഴിയോ ബന്ധപ്പെടുക - പ്രതികരണ സമയം വ്യത്യാസപ്പെടാമെങ്കിലും ഞങ്ങൾ എല്ലാ സന്ദേശങ്ങളും വായിക്കുന്നു."
30	"ഞങ്ങളെ ബന്ധപ്പെടുക"
31	"ഫീഡ്‌ബാക്ക്, ബഗ് റിപ്പോർട്ടുകൾ, ഫീച്ചർ അഭ്യർത്ഥനകൾ, പൊതുവായ അന്വേഷണങ്ങൾ എന്നിവ ഞങ്ങൾ സ്വാഗതം ചെയ്യുന്നു."
32	"ഞങ്ങളെ എങ്ങനെ ബന്ധപ്പെടാം"
33	"നിങ്ങളുടെ ആവശ്യങ്ങൾക്കനുസരിച്ച് ഞങ്ങളെ ബന്ധപ്പെടാൻ ഞങ്ങൾ നിരവധി മാർഗങ്ങൾ വാഗ്ദാനം ചെയ്യുന്നു. എല്ലാ സന്ദേശങ്ങളും ഞങ്ങൾ വായിക്കുന്നു, എന്നിരുന്നാലും പ്രതികരണ സമയം വ്യാപ്തിയും അന്വേഷണ തരവും അനുസരിച്ച് വ്യത്യാസപ്പെടാം."
34	"ഇമെയിൽ"
35	"എല്ലാ അന്വേഷണങ്ങൾക്കും: ${CONTACT_EMAIL}"
36	"ഞങ്ങളെ ബന്ധപ്പെടാനുള്ള ഏറ്റവും വിശ്വസനീയമായ മാർഗമാണിത്, വിശദമായ ചോദ്യങ്ങൾക്കും, ബിസിനസ് അന്വേഷണങ്ങൾക്കും, അല്ലെങ്കിൽ മറ്റേതെങ്കിലും അന്വേഷണങ്ങൾക്കും ഇത് ശുപാർശ ചെയ്യുന്നു."
37	"കോൺടാക്റ്റ് ഫോം"
38	"താഴെയുള്ള ഫോം ഉപയോഗിച്ച് ഞങ്ങൾക്ക് നേരിട്ട് സന്ദേശം അയയ്ക്കുക. ഫോം വിജയകരമായി സമർപ്പിച്ചില്ലെങ്കിൽ, ദയവായി ഇമെയിൽ ഉപയോഗിക്കുക."
39	"അന്വേഷണ തരങ്ങൾ"
40	"പൊതുവായ ചോദ്യങ്ങൾ: ANQR എങ്ങനെ ഉപയോഗിക്കാം എന്നതിനെക്കുറിച്ചുള്ള ചോദ്യങ്ങൾ, ഫീച്ചർ വിശദീകരണങ്ങൾ, അല്ലെങ്കിൽ പൊതുവായ ഫീഡ്‌ബാക്ക്."
41	"ബഗ് റിപ്പോർട്ടുകൾ: ദയവായി നിങ്ങളുടെ ബ്രൗസർ, ഓപ്പറേറ്റിംഗ് സിസ്റ്റം, പുനർനിർമ്മിക്കുന്നതിനുള്ള ഘട്ടങ്ങൾ, നിങ്ങൾ കാണുന്ന ഏതെങ്കിലും പിശക് സന്ദേശങ്ങൾ എന്നിവ ഉൾപ്പെടുത്തുക."
42	"ഫീച്ചർ അഭ്യർത്ഥനകൾ: പുതിയ സവിശേഷതകൾക്കോ മെച്ചപ്പെടുത്തലുകൾക്കോ ഉള്ള നിർദ്ദേശങ്ങൾ. നടപ്പിലാക്കുമെന്ന് വാഗ്ദാനം ചെയ്യാൻ കഴിയില്ലെങ്കിലും ഞങ്ങൾ എല്ലാ അഭ്യർത്ഥനകളും പരിഗണിക്കുന്നു."
43	"ബിസിനസ് അന്വേഷണങ്ങൾ: പങ്കാളിത്ത അവസരങ്ങൾ, ലൈസൻസിംഗ് ചോദ്യങ്ങൾ, അല്ലെങ്കിൽ വാണിജ്യ ഉപയോഗ അന്വേഷണങ്ങൾ."
44	"സ്വകാര്യതാ അഭ്യർത്ഥനകൾ: GDPR, CCPA, അല്ലെങ്കിൽ മറ്റ് സ്വകാര്യതാ നിയമങ്ങൾക്ക് കീഴിലുള്ള നിങ്ങളുടെ സ്വകാര്യതാ അവകാശങ്ങൾ വിനിയോഗിക്കാനുള്ള അഭ്യർത്ഥനകൾ (സ്വകാര്യതാ നയം കാണുക)."
45	"DMCA/പകർപ്പവകാശം: നീക്കം ചെയ്യൽ അറിയിപ്പ് ആവശ്യകതകൾക്കായി താഴെയുള്ള DMCA വിഭാഗം കാണുക."
46	"പ്രതികരണ സമയങ്ങൾ"
47	"അന്വേഷണങ്ങൾക്ക് 5-7 പ്രവൃത്തി ദിവസങ്ങൾക്കുള്ളിൽ മറുപടി നൽകുക എന്നതാണ് ഞങ്ങളുടെ ലക്ഷ്യം. നിയമം അനുശാസിക്കുന്ന പ്രകാരം സ്വകാര്യതയുമായി ബന്ധപ്പെട്ട അഭ്യർത്ഥനകൾ 30 ദിവസത്തിനുള്ളിൽ പരിഹരിക്കപ്പെടും."
48	"തിരക്കുള്ള സമയങ്ങളിൽ, പ്രതികരണ സമയം കൂടുതലായേക്കാം. അടിയന്തര കാര്യങ്ങൾക്ക്, ദയവായി നിങ്ങളുടെ വിഷയ വരിയിൽ അടിയന്തരാവസ്ഥ എന്ന് സൂചിപ്പിക്കുക."
49	"ഞങ്ങളെ ബന്ധപ്പെടുന്നതിന് മുമ്പ്"
50	"ANQR സവിശേഷതകൾ എങ്ങനെ ഉപയോഗിക്കാമെന്നതിനെക്കുറിച്ചുള്ള പൊതുവായ ചോദ്യങ്ങൾക്കുള്ള ഉത്തരങ്ങൾക്കായി ഞങ്ങളുടെ ഡോക്യുമെന്റേഷൻ പേജ് പരിശോധിക്കുക. QR കോഡ് ജനറേഷൻ, സ്റ്റൈലിംഗ്, കയറ്റുമതി ഓപ്ഷനുകൾ എന്നിവയെക്കുറിച്ചുള്ള നിരവധി ചോദ്യങ്ങൾ അവിടെ ഉൾപ്പെടുത്തിയിട്ടുണ്ട്."
51	"DMCA പകർപ്പവകാശ അറിയിപ്പുകൾ"
52	"ANQR-ൽ ലഭ്യമായ ഉള്ളടക്കം നിങ്ങളുടെ പകർപ്പവകാശത്തെ ലംഘിക്കുന്നുവെന്ന് നിങ്ങൾ വിശ്വസിക്കുന്നുവെങ്കിൽ, നിങ്ങൾക്ക് ഒരു ഡിജിറ്റൽ മില്ലേനിയം പകർപ്പവകാശ നിയമം (DMCA) നീക്കം ചെയ്യൽ അറിയിപ്പ് സമർപ്പിക്കാം. സാധുതയുള്ളതാകാൻ, നിങ്ങളുടെ അറിയിപ്പിൽ ഇവ ഉൾപ്പെടണം:"
53	"പകർപ്പവകാശ ഉടമയുടെയോ അംഗീകൃത ഏജന്റിന്റെയോ ഒരു ഭൗതിക അല്ലെങ്കിൽ ഇലക്ട്രോണിക് ഒപ്പ്."
54	"പകർപ്പവകാശമുള്ള സൃഷ്ടിയുടെ ലംഘനം നടന്നതായി അവകാശപ്പെടുന്നു."
55	"നിയമലംഘനം നടത്തുന്നതായി അവകാശപ്പെടുന്ന വസ്തുവിന്റെ തിരിച്ചറിയൽ, അത് കണ്ടെത്താൻ മതിയായ വിവരങ്ങൾ നൽകൽ."
56	"നിങ്ങളുടെ ബന്ധപ്പെടാനുള്ള വിവരങ്ങൾ (വിലാസം, ടെലിഫോൺ നമ്പർ, ഇമെയിൽ വിലാസം)."
57	"വസ്തുവിന്റെ ഉപയോഗം പകർപ്പവകാശ ഉടമ അംഗീകരിച്ചിട്ടില്ലെന്ന് നിങ്ങൾക്ക് നല്ല വിശ്വാസമുണ്ടെന്ന് പറയുന്ന ഒരു പ്രസ്താവന."
58	"നിങ്ങളുടെ നോട്ടീസിലെ വിവരങ്ങൾ കൃത്യമാണെന്നും നിങ്ങൾ പകർപ്പവകാശ ഉടമയാണെന്നും അല്ലെങ്കിൽ അവരുടെ താൽപ്പര്യാർത്ഥം പ്രവർത്തിക്കാൻ അധികാരമുണ്ടെന്നും തെളിയിക്കുന്ന ഒരു പ്രസ്താവന, വ്യാജസാക്ഷ്യം ചുമത്തുന്നതിനുള്ള പിഴയ്ക്ക് വിധേയമാണ്."
59	"DMCA കോൺടാക്റ്റ്"
60	"DMCA നോട്ടീസുകൾ ഇതിലേക്ക് അയയ്ക്കുക: ${CONTACT_EMAIL}"
61	"വിഷയ വരിയിൽ DMCA അറിയിപ്പ് ഉൾപ്പെടുത്തുക. ബാധകമായ നിയമത്തിന് അനുസൃതമായി സാധുവായ അറിയിപ്പുകൾക്ക് ഞങ്ങൾ മറുപടി നൽകും. ANQR ഉപയോക്താക്കളുടെ ഉപകരണങ്ങളിൽ പ്രാദേശികമായി QR കോഡുകൾ സൃഷ്ടിക്കുന്നുവെന്നും ഉപയോക്തൃ-നിർമ്മിത ഉള്ളടക്കം ഹോസ്റ്റ് ചെയ്യുന്നില്ലെന്നും ശ്രദ്ധിക്കുക."
62	"ANQR ഉപയോക്തൃ ഗൈഡ്"
63	"QR കോഡുകൾ സൃഷ്ടിക്കുന്നതിന് ANQR ഉപയോഗിക്കുന്നതിനുള്ള പൂർണ്ണ ഗൈഡ്."
64	"ആരംഭിക്കുന്നു"
65	"ANQR എന്നത് നിങ്ങളുടെ ഉപകരണത്തിൽ - നിങ്ങളുടെ കമ്പ്യൂട്ടർ, ഫോൺ, അല്ലെങ്കിൽ ടാബ്‌ലെറ്റ് എന്നിവയിൽ - പൂർണ്ണമായും പ്രവർത്തിക്കുന്ന ഒരു QR കോഡ് ജനറേറ്ററാണ്. അക്കൗണ്ടിന്റെ ആവശ്യമില്ല, സെർവറുകൾ ഉൾപ്പെടുന്നില്ല, നിങ്ങളുടെ ഡാറ്റ സ്വകാര്യമായി തുടരും."
66	"ഇന്റർഫേസിന് മൂന്ന് ഇന്റർഫേസ് ലെവലുകൾ ഉണ്ട്: ബേസിക്, അഡ്വാൻസ്ഡ്, പ്രൊഫഷണൽ. ഹെഡറിലെ ടാബുകൾ ഉപയോഗിച്ച് നിങ്ങളുടെ ലെവൽ തിരഞ്ഞെടുക്കുക. നിങ്ങൾക്ക് ആവശ്യമുള്ളതിൽ ഇന്റർഫേസ് ശ്രദ്ധ കേന്ദ്രീകരിക്കുമ്പോൾ ഓരോ ലെവലും അധിക സവിശേഷതകൾ അൺലോക്ക് ചെയ്യുന്നു."
67	"അടിസ്ഥാനം: പ്ലെയിൻ ടെക്സ്റ്റ്/യുആർഎൽ ഉള്ളടക്കവും ഇമേജ് ഓവർലേയും ഉപയോഗിച്ച് ലളിതമായ ക്യുആർ കോഡ് സൃഷ്ടിക്കൽ."
68	"വിപുലമായത്: QR എൻകോഡിംഗ് ഓപ്ഷനുകൾ, റെൻഡറിംഗ് ശൈലികൾ, ആനിമേഷൻ, ഔട്ട്പുട്ട് ഫോർമാറ്റുകൾ, വിപുലീകൃത ഉള്ളടക്ക തരങ്ങൾ, ഓവർലേ കസ്റ്റമൈസേഷൻ."
69	"പ്രൊഫഷണൽ: വാട്ടർമാർക്കുകൾ, മെറ്റാഡാറ്റ, പങ്കിടൽ, സുരക്ഷാ വിശകലനം, പേയ്‌മെന്റ് ക്യുആർ കോഡുകൾ, എന്റർപ്രൈസ് സവിശേഷതകൾ."
70	"ദ്രുത ആരംഭം"
71	"നിങ്ങളുടെ ആദ്യ QR കോഡ് സൃഷ്ടിക്കാൻ:"
72	"1. ഉള്ളടക്ക തരം ഡ്രോപ്പ്ഡൗണിൽ നിന്ന് ഒരു ഉള്ളടക്ക തരം (URL, ടെക്സ്റ്റ്, വൈഫൈ, മുതലായവ) തിരഞ്ഞെടുക്കുക."
73	"2. നൽകിയിരിക്കുന്ന ഫീൽഡുകളിൽ നിങ്ങളുടെ ഡാറ്റ നൽകുക."
74	"3. ഓപ്ഷണലായി നിറങ്ങൾ, ശൈലികൾ ഇഷ്ടാനുസൃതമാക്കുക, ഒരു ഓവർലേ ഇമേജ് ചേർക്കുക."
75	"4. നിങ്ങളുടെ QR കോഡ് PNG, GIF, WebP, അല്ലെങ്കിൽ SVG ആയി ഡൗൺലോഡ് ചെയ്യാൻ എക്സ്പോർട്ട് ക്ലിക്ക് ചെയ്യുക."
76	"അടിസ്ഥാന സവിശേഷതകൾ"
77	"പേലോഡ് ഉള്ളടക്കവും ഇമേജ് ഓവർലേകളും ഉപയോഗിച്ച് QR കോഡുകൾ സൃഷ്ടിക്കുന്നതിനുള്ള ഒരു സ്ട്രീംലൈൻഡ് ഇന്റർഫേസ് അടിസ്ഥാന ലെവൽ നൽകുന്നു. ആരംഭിക്കാനുള്ള ഏറ്റവും ലളിതമായ മാർഗമാണിത്."
78	"ഉള്ളടക്ക തരങ്ങൾ (അടിസ്ഥാനം)"
79	"പ്ലെയിൻ ടെക്സ്റ്റ്: ഏതൊരു ടെക്സ്റ്റും QR കോഡ് ശേഷി പരിധി വരെ എൻകോഡ് ചെയ്യുക. ഹ്രസ്വ സന്ദേശങ്ങൾ, കോഡുകൾ അല്ലെങ്കിൽ ഐഡന്റിഫയറുകൾ എന്നിവയ്ക്ക് അനുയോജ്യം."
80	"URL: വെബ് വിലാസങ്ങൾ എൻകോഡ് ചെയ്യുക. സ്കാൻ ചെയ്യുമ്പോൾ QR കോഡ് URL തുറക്കും. http://, https:// പ്രോട്ടോക്കോളുകളെ പിന്തുണയ്ക്കുന്നു."
81	"ഇമേജ് ഓവർലേ (അടിസ്ഥാനം)"
82	"നിങ്ങളുടെ QR കോഡുമായി സംയോജിപ്പിക്കാൻ ഒരു ചിത്രം (JPG, PNG, GIF, WebP) അപ്‌ലോഡ് ചെയ്യുക. അടിസ്ഥാന ഓവർലേ സവിശേഷതകളിൽ ഇവ ഉൾപ്പെടുന്നു:"
83	"ഫയലിൽ നിന്ന് അപ്‌ലോഡ് ചെയ്യുക: നിങ്ങളുടെ ഉപകരണത്തിൽ നിന്ന് ഒരു ചിത്രം തിരഞ്ഞെടുക്കുക."
84	"URL-ൽ നിന്ന് ലോഡ് ചെയ്യുക: ഒരു ഇമേജ് URL നൽകുക (CORS അനുവദിക്കണം)."
85	"സെന്റർ ലോഗോ: പിശക് തിരുത്തലിനെ ആശ്രയിച്ച് ചിത്രം മധ്യത്തിൽ സ്ഥാപിക്കുന്നു."
86	"ബ്ലെൻഡ്: QR പാറ്റേണുള്ള ചിത്രത്തിന്റെ ലളിതമായ ആൽഫ മിശ്രിതം."
87	"തീവ്രത: ഓവർലേ QR കോഡിനെ എത്രത്തോളം ശക്തമായി ബാധിക്കുന്നു (0-100%) നിയന്ത്രിക്കുന്നു."
88	"കളർ മോഡ്: പൂർണ്ണ വർണ്ണം, ഗ്രേസ്കെയിൽ, അല്ലെങ്കിൽ കറുപ്പും വെളുപ്പും."
89	"ഫൈൻഡർ പാറ്റേണുകൾ സംരക്ഷിക്കുക: വിശ്വസനീയമായ സ്കാനിംഗിനായി കോർണർ പാറ്റേണുകൾ പരിഷ്കരിക്കാതെ സൂക്ഷിക്കുന്നു."
90	"നൂതന സവിശേഷതകൾ"
91	"അഡ്വാൻസ്ഡ് ലെവൽ QR എൻകോഡിംഗ് ഓപ്ഷനുകൾ, റെൻഡറിംഗ് ശൈലികൾ, ആനിമേഷൻ, ഔട്ട്പുട്ട് ഫോർമാറ്റുകൾ, വിപുലീകൃത ഉള്ളടക്ക തരങ്ങൾ, വിപുലമായ ഓവർലേ കസ്റ്റമൈസേഷൻ എന്നിവ അൺലോക്ക് ചെയ്യുന്നു."
92	"QR എൻകോഡിംഗ് ക്രമീകരണങ്ങൾ"
93	"പതിപ്പ്: QR കോഡുകൾ 1-40 പതിപ്പുകളിലാണ് വരുന്നത്, ഉയർന്ന പതിപ്പുകളിൽ കൂടുതൽ ഡാറ്റ അടങ്ങിയിരിക്കും, പക്ഷേ വലുതായിരിക്കും. നിങ്ങളുടെ ഉള്ളടക്കത്തിന് അനുയോജ്യമായ ഏറ്റവും ചെറിയ പതിപ്പ് തിരഞ്ഞെടുക്കാൻ ANQR-നെ അനുവദിക്കുന്നതിന് 0 (ഓട്ടോ) ആയി സജ്ജമാക്കുക."
94	"പിശക് തിരുത്തൽ: സ്കാൻ ചെയ്യാൻ കഴിയുമ്പോൾ തന്നെ ഒരു QR കോഡിന് എത്രത്തോളം കേടുപാടുകൾ സംഭവിക്കുമെന്ന് നിർണ്ണയിക്കുന്നു."
95	"L (കുറഞ്ഞത്): 7% പിശക് തിരുത്തൽ - ഏറ്റവും ചെറിയ വലുപ്പം, ഏറ്റവും കുറഞ്ഞ ആവർത്തനം."
96	"M (മീഡിയം): 15% പിശക് തിരുത്തൽ - സമതുലിതമായ ഓപ്ഷൻ."
97	"Q (ക്വാർട്ടൈൽ): 25% പിശക് തിരുത്തൽ - അച്ചടിച്ച കോഡുകൾക്ക് നല്ലതാണ്."
98	"H (ഉയർന്ന): 30% പിശക് തിരുത്തൽ - ഓവർലേകളുള്ളതോ കഠിനമായ സാഹചര്യങ്ങളിലോ ഉള്ള കോഡുകൾക്ക് ഏറ്റവും മികച്ചത്."
99	"നിശബ്ദ മേഖല (മാർജിൻ)"
100	"QR കോഡിന് ചുറ്റുമുള്ള വെളുത്ത ഇടമാണ് നിശബ്ദ മേഖല. കോഡ് എവിടെ നിന്ന് ആരംഭിക്കുന്നുവെന്ന് കണ്ടെത്താൻ സ്കാനറുകൾക്ക് ഈ മാർജിൻ ആവശ്യമാണ്. സ്റ്റാൻഡേർഡ് കുറഞ്ഞത് 4 മൊഡ്യൂളുകളെങ്കിലും ശുപാർശ ചെയ്യുന്നു. 4 ൽ താഴെ കുറയ്ക്കുന്നത് സ്കാനിംഗ് പ്രശ്നങ്ങൾക്ക് കാരണമായേക്കാം."
101	"മൊഡ്യൂൾ സ്റ്റൈൽ"
102	"ഒരു QR കോഡ് നിർമ്മിക്കുന്ന വ്യക്തിഗത ചതുരങ്ങളാണ് മൊഡ്യൂളുകൾ. ANQR അഞ്ച് ശൈലികൾ വാഗ്ദാനം ചെയ്യുന്നു:"
103	"ചതുരം: മൂർച്ചയുള്ള കോണുകളുള്ള ക്ലാസിക് QR രൂപം."
104	"വൃത്താകൃതിയിലുള്ളത്: കൂടുതൽ സൗഹൃദപരമായ ഒരു രൂപത്തിനായി മൃദുവായ കോണുകൾ."
105	"ഡോട്ടുകൾ: ആധുനിക സൗന്ദര്യശാസ്ത്രത്തിനായുള്ള വൃത്താകൃതിയിലുള്ള മൊഡ്യൂളുകൾ."
106	"വജ്രം: ഒരു വ്യതിരിക്ത പാറ്റേണിനായി 45° കറക്കിയ ചതുരങ്ങൾ."
107	"ബന്ധിപ്പിച്ചിരിക്കുന്നു: മൊഡ്യൂളുകൾ തൊട്ടടുത്തായിരിക്കുമ്പോൾ ലയിക്കുകയും ജൈവ രൂപങ്ങൾ സൃഷ്ടിക്കുകയും ചെയ്യുന്നു."
108	"ഫൈൻഡർ പാറ്റേൺ സ്റ്റൈൽ"
109	"ക്യുആർ കോണുകളിലെ മൂന്ന് വലിയ ചതുരങ്ങളാണ് ഫൈൻഡർ പാറ്റേണുകൾ, അവ സ്കാനറുകളെ കോഡ് ഓറിയന്റുചെയ്യാൻ സഹായിക്കുന്നു. ലഭ്യമായ ശൈലികൾ:"
110	"ചതുരം: സ്റ്റാൻഡേർഡ് ചതുര കോണുകൾ."
111	"വൃത്താകൃതിയിലുള്ളത്: വൃത്താകൃതിയിലുള്ള മൊഡ്യൂൾ ശൈലിയുമായി പൊരുത്തപ്പെടുന്ന മൃദുവായ കോണുകൾ."
112	"സർക്കിൾ: ഡോട്ട്-സ്റ്റൈൽ കോഡുകൾക്കായുള്ള വൃത്താകൃതിയിലുള്ള ഫൈൻഡർ പാറ്റേണുകൾ."
113	"അലൈൻമെന്റ് & ടൈമിംഗ് പാറ്റേണുകൾ"
114	"വലിയ QR കോഡുകളിൽ (പതിപ്പ് 2+) അലൈൻമെന്റ് പാറ്റേണുകൾ ദൃശ്യമാകുന്നത് വികലത ശരിയാക്കാൻ സഹായിക്കുന്നു. ഫൈൻഡർ പാറ്റേണുകളെ ബന്ധിപ്പിക്കുന്ന ഒന്നിടവിട്ട വരകളാണ് ടൈമിംഗ് പാറ്റേണുകൾ."
